gene,name,human_log2FC,human_padj,rhesus_log2FC,rhesus_padj,rat_log2FC,rat_padj,mouse_log2FC,mouse_padj,divergence,TFBM,H3K4_length,TATA,CGI,DM_unst,DM_pIC4,DM_pIC2,DM_pIC8,cytokines_and_chemokines,cytokines_receptors,transcription_factors,kinases_and_phosphatases,dNdS_29M,gain_loss_rate_pval,age_PTHR7_wagner,cellular_PPIs,viral_PPIs,viral_immunomodulators_PPI
ENSG00000114770,ABCC5,0.905392472947669,1.73e-05,0.139703220458441,0.602355963680053,0.451286814047649,0.313862470979555,0.269524511486665,0.414028799342671,-1.70859835878402,329,2706,0,400,0.252026656836457,0.077009202132588,0.754670073633704,0.210364365783321,0,0,0,0,0.08,0.084,14,41,0,0
ENSG00000147050,KDM6A,0.921281625883455,1.74e-05,0.685279507924258,1.23e-05,0.399130548659586,0.093651408950868,-0.058166069908953,0.960662423127537,-0.76220143411264,846,5105,0,400,NA,0.018428462291296,NA,0.252008302182524,0,0,0,0,NA,0.673,12,248,0,0
ENSG00000156304,SCAF4,0.595867652567273,1.86e-05,0.57558111298725,0.000395367594312,0.774244776497759,8.19e-05,0.130763905872408,0.857513765625743,-2.10893319167522,607,4270,0,400,0.049837658952641,-0.045275128879356,0.533351218773965,0.229071507497205,0,0,0,0,NA,0.963,9,124,0,0
ENSG00000110925,CSRNP2,0.627526169068172,1.88e-05,0.444854769055279,0.017674945337306,0.403249291291102,0.146480546804564,-0.131799693536961,0.877591333888186,-1.42593240206695,386,2732,0,319,NA,NA,NA,0.054945419513102,0,0,0,0,0.09,0.796,4,3,0,0
ENSG00000129473,BCL2L2,0.638258468223996,1.88e-05,0.309870792804676,0.164805053439718,0.618287031961458,0.00824231954545,0.439051148613056,0.18334265424938,-3.27088940915911,565,3091,0,NA,0.054155602937056,0.051248668433136,NA,NA,0,0,0,0,0.15,0.251,6,65,0,0
ENSG00000172932,ANKRD13D,0.857985896057864,1.95e-05,0.453455389961316,0.029305287514722,0.497011147684424,0.614611619005939,-0.316016979878227,0.750284360548187,-0.643133786913788,627,2885,0,186,-0.106537084584975,-0.025231464351802,NA,0.095351368611713,0,0,0,0,0.09,0.944,12,3,0,0
ENSG00000137496,IL18BP,1.65657464340252,1.99e-05,1.56502321530159,0.000863385083394,2.18586504093024,5.51e-06,4.20672973706987,5.81e-08,1.26324337427074,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0.55,0.051,4,1,0,0
ENSG00000187605,TET3,1.20682011666616,2.03e-05,1.30193861923855,5.3e-06,0.283265522099671,0.755906625023763,-0.274883810056947,0.784245274935243,0.496594358171676,31,248,0,NA,NA,NA,NA,0.099401861426209,0,0,0,0,NA,0.629,9,9,0,0
ENSG00000107864,CPEB3,1.83954275172849,2.04e-05,1.95842404403067,3.14e-06,0.190620644739373,0.857775601494008,1.94758655226857,4.56e-05,0.381149172018672,582,3276,0,NA,NA,NA,NA,NA,0,0,0,0,0.04,0.988,12,4,0,0
ENSG00000175505,CLCF1,1.36936721406844,2.05e-05,1.52006904777917,2.05e-05,1.06867727555807,2.04e-07,0.361241702955652,0.708085140375113,-0.410465024728459,148,667,0,NA,NA,0.508931729597949,0.167919541699717,-0.192815681088291,1,0,0,0,0.17,0.052,3,3,0,0
ENSG00000155749,ALS2CR12,2.05149375221512,2.09e-05,2.87775220844305,0.053094793705637,1.72255609914821,0.046724147663946,0.713698884879782,0.281731387624012,0.682528491915134,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0.55,0.887,5,3,0,0
ENSG00000147162,OGT,0.652896103313002,2.12e-05,0.981609310733788,0.000177920442506,0.024504721394657,1,0.942779239489328,0.108300648068265,-1.05235036718711,625,4839,0,327,0.05354894649182,0.285612404120416,0.572966235224992,-0.032398043387944,0,0,0,0,0.1,0.895,15,97,1,0
ENSG00000160602,NEK8,1.19201741900392,2.12e-05,1.59277530385536,7.07e-07,0.499818261667069,0.244710021735105,0.584900599319573,0.091983090697272,-0.268501526754137,1024,4697,0,400,NA,NA,NA,NA,0,0,0,0,NA,0.509,12,13,0,0
ENSG00000234127,TRIM26,1.02396595229151,2.12e-05,1.17142920158712,1.04e-07,2.99767755476151,6.63e-44,2.2987499528239,6.86e-28,0.928875891621883,503,3708,0,NA,NA,0.432690711637169,-0.144348692678412,-0.13309701531738,0,0,0,0,NA,0,NA,85,0,0
ENSG00000089351,GRAMD1A,0.979166976090169,2.16e-05,0.302627385950459,0.122342343844884,0.763565169359764,0.00194446008175,1.33957014443378,2.6e-07,-1.00506149155924,741,3837,0,NA,0.004339010483044,-0.178061131139118,0.001449446504514,NA,0,0,0,0,NA,0.806,12,24,2,0
ENSG00000173334,TRIB1,1.26787968567033,2.22e-05,3.01517003560077,1.02e-33,0.407073953172524,0.244710021735105,0.80784620197425,0.025791325288288,1.14954784799703,894,4724,0,400,NA,0.510993107871938,NA,0.176975775669479,0,0,0,0,0.06,0,6,94,0,0
ENSG00000095739,BAMBI,2.51616855137949,2.28e-05,1.96722449962199,0.001391052598772,0.815929828604167,0.272148897213977,1.79267368653116,0.000676054536051,0.176094697531242,448,3054,0,400,NA,NA,NA,0.506877861674818,0,0,0,0,0.05,0.956,9,14,0,0
ENSG00000137040,RANBP6,-0.560869367074745,2.3e-05,-0.39501397439568,0.141752558764892,-0.460262893075572,0.06836089684931,-0.433597429678836,0.269138204067503,-4.82625607232462,320,2329,0,NA,-0.137904570692244,0.183008079193439,-0.101640285868387,0.120638677050756,0,0,0,0,0.06,0.882,14,239,2,0
ENSG00000101474,APMAP,-0.48232872615494,2.43e-05,-0.53263815667719,0.000241563424278,0.092449014651226,0.882937726695807,-0.079537789334426,0.939570526835634,-1.30136156352031,372,2913,0,185,-0.01933198629049,0.053796747337542,0.004602364247773,-0.024901172193941,0,0,0,0,0.13,0.997,12,3,7,0
ENSG00000159461,AMFR,-0.534440401621986,2.43e-05,-0.581735238874601,0.000712300108502,-0.250875783922471,0.573425613472354,-0.253898231014654,0.428781177415914,-2.36430656027923,624,3193,0,398,0.060963808089728,0.050458970172078,-0.00812101376104,-0.127852915331066,0,0,0,0,0.07,0.98,12,148,2,0
ENSG00000182179,UBA7,1.23498014119512,2.77e-05,1.00716014315468,0.003941569050585,2.78744326281346,3.69e-06,3.47592543204314,1.86e-07,1.42888604351771,255,1622,0,NA,NA,NA,NA,-0.035450446684066,0,0,0,0,0.36,0.982,14,94,0,0
ENSG00000115459,ELMOD3,0.680212050165651,2.82e-05,0.348903365402425,0.206043293416359,0.263865973781886,0.708482782008937,-0.103645266475532,0.920851311986893,-1.38648640919964,480,3564,0,331,0.097976753726499,0.333343890296082,0.358875028400259,0.081565770764471,0,0,0,0,NA,0.644,11,0,0,0
ENSG00000111846,GCNT2,2.4455293169426,2.82e-05,0.411298122105734,0.335026068966978,0.442355524531296,0.495524499489204,1.67886202222552,2.42e-12,0.439571287786182,143,1193,0,NA,NA,NA,NA,NA,0,0,0,0,0.16,0.018,8,1,0,0
ENSG00000094755,GABRP,1.5408784167836,2.84e-05,0,1,2.65269585687852,0.811755254230947,0,1,0.979006307253034,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.127,10,0,0,0
ENSG00000143458,GABPB2,0.950391368433273,2.91e-05,-0.052263956074977,0.952733682548455,0.531676564421211,0.433601331661738,0.162317315969716,0.772104212578112,-1.21789049677289,402,2522,0,309,-0.273802927592099,-0.140031619885307,-0.017123002014732,0.001753928634556,0,0,0,0,0.23,0.827,5,33,1,0
ENSG00000167986,DDB1,-0.498336060760653,3.16e-05,-0.480727335005835,0.00248267936773,-0.398110197512239,0.121482609407715,-0.419116277509128,0.100864665154429,-5.00034424644934,526,3376,0,234,0.211936277611366,0.156741219919609,0.047528785450243,-0.138146881438803,0,0,0,0,0.01,0.98,14,274,19,1
ENSG00000169554,ZEB2,0.792996559229388,3.17e-05,0.713668734528387,0.000249883345127,0.707043653513729,0.000557917658389,0.485307701068213,0.339986436497158,-3.25545560156296,2409,14840,0,NA,-0.099462007762612,0.348853536703972,0.124908073513412,-0.191434171316713,0,0,1,0,0.06,0.997,9,20,1,0
ENSG00000154914,USP43,2.05935419589315,3.22e-05,0.628964752889134,0.036721819952903,3.01069300176209,0.000362703027411,2.08304047766209,0.243369933881905,0.776174533017783,449,2057,0,NA,NA,NA,NA,NA,0,0,0,0,0.25,0.742,10,83,0,0
ENSG00000112293,GPLD1,2.33416202290209,3.23e-05,-0.662236504552324,0.002714927122667,0.569503039476704,0.461241409170046,-0.139778143533224,0.887367171249775,1.01382990909054,398,2866,0,NA,NA,NA,NA,NA,0,0,0,0,0.22,0.805,8,2,0,0
ENSG00000100647,SUSD6,0.720208524076465,3.32e-05,0.556187758061897,0.040317292927345,0.314389742025716,0.269200246546608,0.460998878991409,0.075572726597268,-2.59225003928141,226,1431,0,95,-0.018614951224061,-0.091408756663245,-0.032325675534543,0.029949863231925,0,0,0,0,0.15,0.989,9,4,1,0
ENSG00000020577,SAMD4A,0.957483332680823,3.34e-05,0.885425019075883,0.001613262214106,1.77713244027693,3.67e-18,0.103821425402072,0.924881988602532,-0.35431714922586,1298,7213,0,400,-0.007566864484224,0.093110764917157,-0.125132402551632,0.271105903168023,0,0,0,0,NA,0.914,10,0,0,0
ENSG00000169155,ZBTB43,1.04419596547273,3.34e-05,1.46705893600336,2.53e-09,0.788742665482829,0.051168771092627,0.384371733139807,0.376805669127169,-0.628788856213006,433,2619,0,249,0.062657399539618,0.229732214306002,0.001563783418249,0.001841267250177,0,0,1,0,NA,0,9,35,1,0
ENSG00000167034,NKX3-1,1.6020279998537,3.4e-05,5.14026436705285,6.31e-13,-5.13e-15,1,2.09817278225297,0.482835845902818,2.26408572021617,394,2741,0,262,0.157884121829527,1.31794706806879,-0.036104857166231,0.860961128972159,0,0,1,0,NA,0,6,36,0,0
ENSG00000099860,GADD45B,1.47358818293274,3.86e-05,2.70522275719531,3.05e-27,0.791833330732899,0.71524065643452,3.9882658535613,2.26e-21,1.10655170047046,1117,5294,13.3611,400,-0.073429085404785,0.464648744636439,1.12880491443643,0.045864015449768,0,0,0,0,NA,0.653,9,10,0,0
ENSG00000129451,KLK10,3.61156532135159,3.86e-05,0,1,-0.429623631972183,0.958556948213388,-0.32089977904467,0.783208898924092,2.08203327572256,52,269,0,400,NA,NA,NA,NA,0,0,0,0,NA,0,2,0,0,0
ENSG00000179335,CLK3,0.617128719412226,3.93e-05,0.595495561520832,0.000126882283761,0.501711386038011,0.206910975646544,0.362673224666372,0.290534521711256,-3.34479007487336,560,3558,0,400,0.12119215660752,0.3406907674026,0.32061121974501,0.13636073826769,0,0,0,1,NA,0.943,8,100,0,0
ENSG00000163644,PPM1K,1.37093416383984,3.97e-05,0.391080735792131,0.06719444817247,0.265598097513395,0.648640209920406,2.66252683551578,6.73e-06,0.701263246700987,538,3104,0,281,-0.015965693664001,0.202326934918498,0.259490646524624,0.02819411102683,0,0,0,1,0.1,0.942,9,136,0,0
ENSG00000104859,CLASRP,0.927321521390042,4.04e-05,1.38523100945982,2.39e-07,0.793822511447761,0.000956881526178,0.965155749280007,0.000129945022429,-1.99238230715077,484,2509,0,220,NA,NA,NA,NA,0,0,0,0,0.05,0.789,5,9,0,0
ENSG00000152784,PRDM8,1.77841239166092,4.13e-05,0.969024933442982,0.054375042405157,0.8899485829554,0.05621933424937,-0.198105864198907,0.97462098780239,0.416147798301168,423,2642,0,NA,NA,NA,NA,NA,0,0,1,0,NA,0.19,9,23,0,0
ENSG00000151657,KIN,0.688482826769421,4.21e-05,0.648354491827036,0.001822088814542,0.773521055575928,0.005316250567311,0.872856955871813,0.009742007456044,-3.61848301584003,528,4110,0,400,0.119399496338926,-0.125794760406333,-0.132505689728678,-0.341599729882375,0,0,0,0,0.05,0.783,14,5,1,0
ENSG00000163344,PMVK,-0.597110872496047,4.26e-05,-0.534018239467886,0.003742731054512,-0.266051991277311,0.503547112863592,0.191339773054358,0.907576883796172,-1.10171367314131,350,2613,0,400,0.057490628096772,-0.257342274417906,-0.166897233070234,0.239602265936505,0,0,0,0,0.14,0.728,5,3,0,0
ENSG00000126003,PLAGL2,0.700112184668841,4.31e-05,0.577943457954103,0.000981623374593,0.840406391779608,0.000712469940501,0.830512234021279,0.009620228913788,-3.1619969407745,572,3676,0,347,NA,0.241545292084402,NA,NA,0,0,1,0,NA,0.966,5,21,0,0
ENSG00000160818,GPATCH4,0.689274382953545,4.59e-05,1.31102827334728,1.4e-11,0.518462600889332,0.076330392428622,0.577001630414264,0.038341420338351,-1.19671810544857,216,2253,0,NA,-0.103466140499098,0.013128036642287,-0.190570653163985,-0.23471626627882,0,0,0,0,NA,0.869,5,7,1,0
ENSG00000138757,G3BP2,-0.555460739344288,4.67e-05,-0.521823678814349,0.000288685840055,-0.451006001178861,0.044748088594541,0.011731124764874,1,-1.86060601672002,441,3401,0,NA,0.065827213430225,-0.071177189106021,-0.211380636005276,-0.107829862832935,0,0,0,0,0.06,0.572,9,145,1,0
ENSG00000139263,LRIG3,0.69391441142958,4.7e-05,1.12535867711644,4.17e-08,0.66200570686643,0.005379990321481,-0.945267035656048,0.00675034576792,0.5864136114915,945,5909,0,249,0.472905051580729,-0.09554466593913,NA,0.126508847341372,0,0,0,0,NA,0,12,150,0,0
ENSG00000172936,MYD88,0.935959643675343,4.88e-05,0.32770211671685,0.336191398326138,0.459722313732833,0.112939591085083,2.56213900810622,1.35e-11,0.678211049044661,737,4998,0,211,0.257827782004975,-0.119630474077891,0.096867016695233,-0.03287272795417,0,0,0,0,0.14,0.765,11,59,1,0
ENSG00000104321,TRPA1,1.68694674468168,5.03e-05,-0.280729663335453,0.854079503232698,-5.13e-15,1,1.87943601498299,0.339839721967487,0.645526913949223,290,1928,0,NA,NA,NA,NA,0.699864764645664,0,0,0,0,0.21,0.993,12,21,2,0
ENSG00000196220,SRGAP3,2.1704726621625,5.32e-05,0.13141033439642,0.882251441282369,-0.055311080228477,0.977349457216166,-0.363552772942272,0.639712309096521,1.06946249311313,290,2665,0,255,NA,NA,NA,NA,0,0,0,0,NA,0.051,12,10,0,0
ENSG00000110367,DDX6,-0.575618792300289,5.34e-05,-0.437205781135155,0.090193657263869,-0.518300568459072,0.247799847338491,-0.648650248043872,0.016443576824969,-4.20130469942988,785,4659,0,400,-0.102767005014605,-0.086506014718428,-0.167772700675486,-0.226409403881916,0,0,0,0,NA,0.94,14,0,12,1
ENSG00000173875,ZNF791,0.614628215606085,5.38e-05,1.2499043449415,4.69e-07,2.31308769603554,0.000190780017164,-0.090818984861576,0.997314999439194,0.455891749094896,429,2984,0,299,0.031853543556471,0.360486599062229,0.00727818003955,0.072969191703034,0,0,1,0,NA,0,12,19,0,0
ENSG00000198742,SMURF1,0.666208766757785,5.78e-05,0.757957947543713,0.002506145294008,0.149584245846908,0.639646023233185,0.173376856145192,0.744577624322242,-1.18610194278195,929,4269,0,400,NA,-0.075427641149561,0.641503981538323,0.464163434335641,0,0,0,0,NA,0.929,11,241,0,0
ENSG00000175336,APOF,4.16219338509355,5.84e-05,1.0023446144797,1.31e-05,3.14804822240695,0.608749043024665,1.17429990960305,0.576393639440954,1.29401529978843,NA,NA,12.0556,NA,NA,NA,NA,NA,0,0,0,0,0.66,0.036,3,2,0,0
ENSG00000059728,MXD1,1.0327156232819,5.87e-05,1.17293941194506,0.000223386366444,2.43927869029293,2.46e-17,3.10923626428042,1.58e-08,1.06842952941333,570,3670,0,400,NA,0.548362071035233,NA,0.151270950037253,0,0,1,0,NA,0.414,5,12,0,0
ENSG00000115267,IFIH1,4.59499904798377,5.98e-05,5.18857866384724,1.33e-20,6.72520513144468,1.37e-58,4.97860700252556,3.57e-29,0.572425114283121,614,5394,0,NA,NA,0.973685452432836,1.51174442599229,0.313765039881617,0,0,0,0,0.26,0.992,11,58,5,1
ENSG00000053747,LAMA3,1.12286660056774,6.03e-05,-0.291239228029686,0.768847642959744,0.308803320807484,0.634792534085946,0.08028614208692,0.949282687339125,-0.576362333187592,310,1821,0,237,NA,NA,NA,NA,0,0,0,0,NA,0.108,12,14,1,0
ENSG00000131584,ACAP3,0.700218489967649,6.04e-05,0.179582821173674,0.256372616576104,0.10505052973596,0.817575401534166,-0.58766273830485,0.025092741869535,-0.428062093953854,1251,5621,0,400,NA,NA,NA,NA,0,0,0,0,NA,0,12,42,0,0
ENSG00000157557,ETS2,1.08813085611812,6.13e-05,2.46146866438025,5.96e-12,1.50587631783548,3.43e-10,0.702143812890932,0.190904558678201,0.079706789913537,814,5083,0,400,-0.208101216397835,0.449958764078116,-0.01717586788213,-0.046126532895802,0,0,1,0,NA,0.001,8,32,1,0
ENSG00000177409,SAMD9L,2.34739164486619,7.06e-05,1.65441837983368,6.51e-05,2.53310280934154,4.85e-11,3.25303430793648,6.31e-15,0.044575696245109,290,2348,0,NA,NA,0.359611102143437,NA,-0.100071311691272,0,0,0,0,0.32,0.077,9,0,0,0
ENSG00000078401,EDN1,3.14824814626965,7.25e-05,3.09096187431922,5.7e-15,2.11861722885456,0.007246437767759,0.552409569346097,0.458841418882163,1.33422574375963,387,3440,14.1667,NA,NA,0.51583430314903,NA,0.832575981748649,1,0,0,0,0.3,0.521,8,3,0,0
ENSG00000162413,KLHL21,0.556605432958016,7.43e-05,0.503788087946021,0.002974667830512,-0.308407064709724,0.240232960920401,-0.913281621915534,0.012232022524055,0.332278114971138,1060,4651,14.9861,400,0.021093581298553,0.330174581062322,0.789138890386178,0.107614405817834,0,0,0,0,NA,0.016,9,18,0,0
ENSG00000197329,PELI1,1.1850427185177,7.45e-05,0.193147534247726,0.310242697609342,2.64948342706304,1.72e-17,2.21444386639925,6.01e-10,1.20323339549108,496,2836,0,323,NA,NA,NA,NA,0,0,0,0,0.02,0.963,12,23,0,0
ENSG00000112394,SLC16A10,1.51972530520442,7.49e-05,-0.644530821218678,0.21650405287518,0.000686022082705,1,0.369573134936716,0.44195050229806,0.238040433174413,387,2235,0,NA,NA,NA,NA,NA,0,0,0,0,NA,1,11,1,0,0
ENSG00000124092,CTCFL,1.65578563619585,7.65e-05,-1.35553859337515,1,-5.13e-15,1,3.03271861945469,3.28e-05,1.86143542570659,NA,NA,0,187,NA,NA,NA,NA,0,0,1,0,0.29,0.738,6,25,0,0
ENSG00000143442,POGZ,0.699303751903363,7.72e-05,0.543267526568071,0.01578686237438,0.545498036290038,0.011486234709726,-0.031097116168914,0.98727108328426,-1.5061580475641,709,2918,0,191,NA,-0.10659568650007,0.071997312903027,-0.039012269824817,0,0,0,0,0.09,0.251,10,84,4,0
ENSG00000014914,MTMR11,0.888992325944006,7.96e-05,0.129262552975148,0.67038535263346,1.84478708078015,6.99e-07,0.662460021203938,0.386596773482857,0.046927583998024,283,2039,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.901,5,1,0,0
ENSG00000164430,MB21D1,1.03514410032582,8.19e-05,0.701758439695201,0.038296132712811,1.58579654915059,1.59e-07,1.66942345706068,0.001842490184416,-0.501111547477524,587,3338,0,191,NA,0.331794173778095,-0.203683817239613,NA,0,0,0,0,0.49,0.872,7,2,0,0
ENSG00000147883,CDKN2B,0.947955364788789,8.33e-05,1.06907763126352,0.012280128345532,0.788274566977912,0.002510649874594,-0.65728052843607,0.182168805373444,0.347384460887676,385,2883,0,209,NA,0.732911575108377,0.306488787980988,NA,0,0,0,0,0.14,0.005,9,43,1,0
ENSG00000168495,POLR3D,0.511639287244331,8.4e-05,0.359812332937912,0.021659457097677,0.162070199855157,0.632280401979267,0.216169848189713,0.609176516980417,-2.69846187551465,451,2581,0,400,0.097601963294905,0.30518592389412,0.385529135599241,-0.013894650068697,0,0,0,0,0.1,0.671,11,64,0,0
ENSG00000133805,AMPD3,0.844513792351618,8.78e-05,-0.149700536579369,0.697946618661061,0.476031308057375,0.362092968296486,0.266930799270228,0.484955053035088,-1.35237279199615,326,2013,0,NA,NA,0.673426701289967,NA,NA,0,0,0,0,NA,0.976,14,30,0,0
ENSG00000143013,LMO4,1.1940894891673,8.85e-05,0.694084122106084,8.13e-05,0.804109233834347,0.000232531644669,0.370914356074742,0.375169905522741,-1.44154693345221,2014,9884,0,400,NA,-0.185513277019581,NA,-0.333094964664749,0,0,0,0,NA,0.942,9,53,0,0
ENSG00000187066,TMEM262,1.45230540972679,8.85e-05,0.271249064473391,0.469796149611458,-5.13e-15,1,2.55384699619235,0.823786291725243,0.766213406311953,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.001,2,0,0,0
ENSG00000258890,CEP95,0.792629780399986,9.02e-05,0.631046211314619,0.021297457917259,1.21808263344841,2.49e-05,0.71202144319356,0.175992711089057,-2.00493428029719,888,5847,0,400,0.325415705774965,0.109139008381869,0.577785825685877,-0.096267065270784,0,0,0,0,NA,0.918,NA,1,0,0
ENSG00000157782,CABP1,2.33013893414188,9.05e-05,0.632504783379521,0.04751316641559,1.65577492023283,0.034634860626813,1.62765890615727,0.302228256307017,-0.292474030890344,159,1297,0,NA,NA,NA,NA,NA,0,0,0,0,0.29,0,9,147,0,0
ENSG00000077458,FAM76B,0.94726393022689,9.17e-05,0.328780559454726,0.198860875611621,0.74137728437804,0.112670824994799,0.095960180900801,0.937948643250264,-1.39478150460457,619,4184,0,400,-0.169535623488344,0.252635122152663,0.430814463972828,-0.009894679377204,0,0,0,0,0.05,0.89,12,17,0,0
ENSG00000196684,HSH2D,2.68173208827531,9.38e-05,1.26149859794531,2.14e-06,2.91719934257842,5.87e-05,7.87178117008526,0.000111446999641,2.91002779137012,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0.23,5,0,0,0
ENSG00000198689,SLC9A6,-0.526508156414533,9.57e-05,-0.673388702592985,7.13e-05,-0.720421032292078,0.008872981715369,-0.604921112940895,0.050529517180951,-4.36909765426664,378,2708,0,186,-0.05565024639433,NA,-0.088400483049775,NA,0,0,0,0,NA,0.368,13,8,0,0
ENSG00000070610,GBA2,0.565321836889266,9.73e-05,0.361149517276981,0.076553139371627,0.398610352381229,0.27821887513281,0.211055321481419,0.756721444666341,-3.11660659289641,858,4946,0,152,0.049183103064238,0.298038013087199,0.053686890603431,0.01992379031451,0,0,0,0,0.24,0.982,12,0,1,0
ENSG00000205177,C11orf91,1.27638772632633,9.79e-05,-0.027623677112505,1,-0.808745843953083,0.921505859771376,2.14366106576809,0.503770503035007,0.957871573636205,187,1290,0,400,NA,NA,NA,NA,0,0,0,0,0.19,0.001,5,0,0,0
ENSG00000082258,CCNT2,0.618625457528733,9.8e-05,0.835141529684122,7.49e-05,1.323264144523,0.000104800579139,1.39834436044505,6.25e-05,-0.879513890484008,739,4613,0,400,0.15152990113735,0.561857339957131,0.547268258497421,-0.12286893255957,0,0,0,0,NA,0.388,10,111,2,0
ENSG00000173575,CHD2,1.12141402056057,0.000100423078719,1.09297375620647,9.78e-07,1.63919791721656,3e-05,0.612803568792075,0.426264863925198,-1.33208178366334,1048,7634,0,NA,0.278912871444045,0.361296079631987,0.803327551287449,0.101062771689591,0,0,0,0,0.04,0.782,14,256,0,0
ENSG00000143514,TP53BP2,0.622459836648395,0.000101589014924,1.64905335359424,1.11e-14,0.09185957341677,0.872503349534052,-0.208133825079269,0.656008757356354,0.537285331084839,460,3485,0,400,0.114424111600374,0.536779877896761,0.907841439185726,0.057785939368046,0,0,0,0,NA,0.065,11,34,2,0
ENSG00000104936,DMPK,1.32038166446806,0.000101894011754,-0.208460870039187,0.661619160291814,0.118837633577632,0.971650332280889,0.089500276931485,0.926113348070614,-0.237406597957221,41,291,0,NA,NA,NA,0.896388988645919,NA,0,0,0,0,NA,0.439,5,9,0,0
