ENSSSCG00000020823	BSCL2	ENSSSCT00000025488
ENSSSCG00000011255	SLC22A14	ENSSSCT00000031146,ENSSSCT00000012322,ENSSSCT00000032421
ENSSSCG00000029844	NAN	ENSSSCT00000028430
ENSSSCG00000004663	SEMA6D	ENSSSCT00000005149,ENSSSCT00000024799
ENSSSCG00000007185	SIRPB2	ENSSSCT00000035261,ENSSSCT00000007861,ENSSSCT00000034143,ENSSSCT00000033640
ENSSSCG00000025398	NAN	ENSSSCT00000024587
ENSSSCG00000024544	NAN	ENSSSCT00000031606
ENSSSCG00000022484	CH242-228L8.2	ENSSSCT00000013875
ENSSSCG00000026142	TNK1	ENSSSCT00000024389
ENSSSCG00000026979	ESYT3	ENSSSCT00000022823
ENSSSCG00000016842	NIPBL	ENSSSCT00000018339
ENSSSCG00000025811	NAN	ENSSSCT00000025254
ENSSSCG00000013094	DDB1	ENSSSCT00000014314
ENSSSCG00000007744	PHKG1	ENSSSCT00000008491
ENSSSCG00000000071	ST13	ENSSSCT00000000077
ENSSSCG00000015352	ARL4A	ENSSSCT00000016726
ENSSSCG00000005053	SOCS4	ENSSSCT00000005570
ENSSSCG00000016410	MNX1	ENSSSCT00000017867
ENSSSCG00000005477	NAN	ENSSSCT00000006023
ENSSSCG00000021212	RAB39A	ENSSSCT00000022868
ENSSSCG00000007168	PCED1A	ENSSSCT00000007841
ENSSSCG00000007617	ZNF655	ENSSSCT00000008357
ENSSSCG00000026646	RFFL	ENSSSCT00000027235
ENSSSCG00000008951	NAN	ENSSSCT00000009805
ENSSSCG00000015851	TNKS	ENSSSCT00000017259
ENSSSCG00000015221	PATE3	ENSSSCT00000016587
ENSSSCG00000014438	PDE6A	ENSSSCT00000015783
ENSSSCG00000012735	NAN	ENSSSCT00000013923
ENSSSCG00000000723	C12orf4	ENSSSCT00000000786
ENSSSCG00000001631	BYSL	ENSSSCT00000001814
ENSSSCG00000014189	NAN	ENSSSCT00000015502
ENSSSCG00000015732	TFCP2L1	ENSSSCT00000017132,ENSSSCT00000033491,ENSSSCT00000033192,ENSSSCT00000033811
ENSSSCG00000022313	NAN	ENSSSCT00000031355
ENSSSCG00000026965	HMGA2	ENSSSCT00000025544
ENSSSCG00000009136	RRH	ENSSSCT00000010004
ENSSSCG00000013012	SNX15	ENSSSCT00000014223
ENSSSCG00000024164	NAN	ENSSSCT00000009467
ENSSSCG00000004280	RIMS1	ENSSSCT00000004730
ENSSSCG00000011580	TSEN2	ENSSSCT00000012673,ENSSSCT00000029848
ENSSSCG00000005928	MROH5	ENSSSCT00000027091,ENSSSCT00000006508
ENSSSCG00000001619	FOXP4	ENSSSCT00000001800
ENSSSCG00000029706	NAN	ENSSSCT00000031558
ENSSSCG00000003511	HP1BP3	ENSSSCT00000003901
ENSSSCG00000030960	CH242-513E17.1	ENSSSCT00000032684
ENSSSCG00000009070	NAN	ENSSSCT00000009935
ENSSSCG00000017509	RPL19	ENSSSCT00000019062
ENSSSCG00000002495	SYNE3	ENSSSCT00000002773
ENSSSCG00000005467	HSDL2	ENSSSCT00000006013,ENSSSCT00000034705,ENSSSCT00000034384
ENSSSCG00000008759	NAN	ENSSSCT00000009584
ENSSSCG00000023482	NAN	ENSSSCT00000022959
ENSSSCG00000006993	NAN	ENSSSCT00000007658
ENSSSCG00000012101	ANOS1	ENSSSCT00000013235,ENSSSCT00000035619
ENSSSCG00000015857	NAN	ENSSSCT00000017266
ENSSSCG00000000368	MMP19	ENSSSCT00000000391
ENSSSCG00000028861	NAN	ENSSSCT00000028673
ENSSSCG00000021134	PELI2	ENSSSCT00000029724
ENSSSCG00000021289	GAK	ENSSSCT00000030183
ENSSSCG00000002700	SYCE1L	ENSSSCT00000002994,ENSSSCT00000026364
ENSSSCG00000016435	SMARCD3	ENSSSCT00000017896
ENSSSCG00000028622	NAN	ENSSSCT00000001374
ENSSSCG00000009942	DAO	ENSSSCT00000010894
ENSSSCG00000024941	NAN	ENSSSCT00000027593
ENSSSCG00000021220	CKB	ENSSSCT00000024050
ENSSSCG00000020752	SMCR8	ENSSSCT00000022856
ENSSSCG00000011894	POPDC2	ENSSSCT00000013015
ENSSSCG00000020948	NAN	ENSSSCT00000022549
ENSSSCG00000024513	KLHL18	ENSSSCT00000027575
ENSSSCG00000002748	DHX38	ENSSSCT00000003045
ENSSSCG00000016809	DROSHA	ENSSSCT00000018300
ENSSSCG00000023010	TMOD1	ENSSSCT00000027470
ENSSSCG00000017477	CASC3	ENSSSCT00000019028
ENSSSCG00000001577	NAN	ENSSSCT00000001756
ENSSSCG00000016582	FAM71F1	ENSSSCT00000018054
ENSSSCG00000005669	FAM73B	ENSSSCT00000006232
ENSSSCG00000024341	USP20	ENSSSCT00000023659
ENSSSCG00000011885	FBXO40	ENSSSCT00000013002
ENSSSCG00000014830	COA4	ENSSSCT00000016182
ENSSSCG00000000160	PRDM4	ENSSSCT00000000169
ENSSSCG00000024714	LRRC34	ENSSSCT00000022551
ENSSSCG00000000332	NAN	ENSSSCT00000000354
ENSSSCG00000005938	NAN	ENSSSCT00000023822,ENSSSCT00000006519,ENSSSCT00000006520
ENSSSCG00000025350	NAN	ENSSSCT00000025351
ENSSSCG00000017639	SUPT4H1	ENSSSCT00000033569,ENSSSCT00000035275,ENSSSCT00000033959,ENSSSCT00000019201,ENSSSCT00000033909
ENSSSCG00000024545	CHRM1	ENSSSCT00000028226
ENSSSCG00000029909	NAN	ENSSSCT00000023190
ENSSSCG00000006594	SMCP	ENSSSCT00000007224
ENSSSCG00000027146	GLA	ENSSSCT00000025640
ENSSSCG00000028011	NAN	ENSSSCT00000026618
ENSSSCG00000017000	RANBP17	ENSSSCT00000018512
ENSSSCG00000004652	COPS2	ENSSSCT00000005137
ENSSSCG00000000584	SLCO1A2	ENSSSCT00000000629
ENSSSCG00000024561	NAN	ENSSSCT00000030266
ENSSSCG00000028549	NAN	ENSSSCT00000024689
ENSSSCG00000008801	SLC30A9	ENSSSCT00000009628
ENSSSCG00000027112	NAN	ENSSSCT00000004438
ENSSSCG00000003046	RABAC1	ENSSSCT00000003383
ENSSSCG00000005094	TMEM30B	ENSSSCT00000005615
ENSSSCG00000009513	SLC15A1	ENSSSCT00000010430
ENSSSCG00000027571	NAN	ENSSSCT00000027056
ENSSSCG00000010474	CYP26C1	ENSSSCT00000011462
ENSSSCG00000023426	NAN	ENSSSCT00000026155
ENSSSCG00000026472	RPL7L1	ENSSSCT00000027250
ENSSSCG00000006393	KCNJ9	ENSSSCT00000007006
ENSSSCG00000003587	TMEM200B	ENSSSCT00000003982
ENSSSCG00000022776	NAN	ENSSSCT00000024410
ENSSSCG00000003972	SLFNL1	ENSSSCT00000004394
ENSSSCG00000006501	SSR2	ENSSSCT00000007120
ENSSSCG00000002889	SBSN	ENSSSCT00000003192
ENSSSCG00000001451	NAN	ENSSSCT00000001606
ENSSSCG00000003212	NAPSA	ENSSSCT00000003567
ENSSSCG00000025753	BRS3	ENSSSCT00000027985
ENSSSCG00000020964	NAN	ENSSSCT00000030252
ENSSSCG00000001538	DEF6	ENSSSCT00000035214,ENSSSCT00000033680,ENSSSCT00000001713
ENSSSCG00000020819	NAN	ENSSSCT00000026751
ENSSSCG00000013611	NAN	ENSSSCT00000014866
ENSSSCG00000010177	TRIM67	ENSSSCT00000011143
ENSSSCG00000017354	GPATCH8	ENSSSCT00000018892
ENSSSCG00000024206	CPPED1	ENSSSCT00000028273
ENSSSCG00000011630	ACKR4	ENSSSCT00000034096,ENSSSCT00000012727
ENSSSCG00000008528	LBH	ENSSSCT00000009332
ENSSSCG00000000940	NAN	ENSSSCT00000001028
ENSSSCG00000023340	NAN	ENSSSCT00000001292
ENSSSCG00000016022	ZNF804A	ENSSSCT00000017445
ENSSSCG00000025941	NAN	ENSSSCT00000026265
ENSSSCG00000002563	NAN	ENSSSCT00000002848
ENSSSCG00000011395	RBM5	ENSSSCT00000012473
ENSSSCG00000026561	CLEC11A	ENSSSCT00000022520
ENSSSCG00000025733	IMPA1	ENSSSCT00000025805
ENSSSCG00000016118	NBEAL1	ENSSSCT00000017549
ENSSSCG00000025693	NAN	ENSSSCT00000030383
ENSSSCG00000023979	NAN	ENSSSCT00000015822
ENSSSCG00000026017	NAN	ENSSSCT00000023406
ENSSSCG00000003773	AK5	ENSSSCT00000004175
ENSSSCG00000008677	TACC3	ENSSSCT00000009494
ENSSSCG00000022592	FIBIN	ENSSSCT00000032511
ENSSSCG00000001010	WRNIP1	ENSSSCT00000001102
ENSSSCG00000024201	FAM208A	ENSSSCT00000028725
ENSSSCG00000022749	MRPL40	ENSSSCT00000029183
ENSSSCG00000016760	C7orf25	ENSSSCT00000018244
ENSSSCG00000015341	NAN	ENSSSCT00000016714
ENSSSCG00000011358	TREX1	ENSSSCT00000012435
ENSSSCG00000000741	NRIP2	ENSSSCT00000000805
ENSSSCG00000023699	NAN	ENSSSCT00000010232
ENSSSCG00000022514	NAN	ENSSSCT00000025101
ENSSSCG00000030668	UQCC2	ENSSSCT00000030529
ENSSSCG00000028384	RND3	ENSSSCT00000023526
ENSSSCG00000016075	SF3B1	ENSSSCT00000017503
ENSSSCG00000009470	NAN	ENSSSCT00000010383
ENSSSCG00000024149	ELOVL5	ENSSSCT00000032492
ENSSSCG00000003226	CD33	ENSSSCT00000034997,ENSSSCT00000034856,ENSSSCT00000003585,ENSSSCT00000034793,ENSSSCT00000036026
ENSSSCG00000028432	STK39	ENSSSCT00000028479
ENSSSCG00000022207	EHBP1L1	ENSSSCT00000031029
ENSSSCG00000029745	FAM193A	ENSSSCT00000029015
ENSSSCG00000005229	VLDLR	ENSSSCT00000005763
ENSSSCG00000004772	BAHD1	ENSSSCT00000005271
ENSSSCG00000017460	KRT12	ENSSSCT00000019008
ENSSSCG00000006810	NAN	ENSSSCT00000007459
ENSSSCG00000014436	ARHGEF37	ENSSSCT00000015781
ENSSSCG00000017399	HSD17B1	ENSSSCT00000018939
ENSSSCG00000023543	NAN	ENSSSCT00000007741
ENSSSCG00000016935	SMIM15	ENSSSCT00000018443
ENSSSCG00000008131	TMEM127	ENSSSCT00000008908
ENSSSCG00000010953	ISCA1	ENSSSCT00000011988
ENSSSCG00000026751	NAN	ENSSSCT00000011394
ENSSSCG00000015325	BET1	ENSSSCT00000016698
ENSSSCG00000006845	PRPF38B	ENSSSCT00000007497
ENSSSCG00000024965	NAN	ENSSSCT00000029184
ENSSSCG00000011412	CACNA2D2	ENSSSCT00000012492
ENSSSCG00000015288	RBBP5	ENSSSCT00000016659
ENSSSCG00000012887	NAN	ENSSSCT00000014088
ENSSSCG00000004787	GPR176	ENSSSCT00000005286
ENSSSCG00000003522	NAN	ENSSSCT00000003913
ENSSSCG00000005670	DOLPP1	ENSSSCT00000006233
ENSSSCG00000002210	CU468857.3	ENSSSCT00000002465
ENSSSCG00000025270	CHRD	ENSSSCT00000022487
ENSSSCG00000021508	SLC35G2	ENSSSCT00000023130
ENSSSCG00000017733	C17orf75	ENSSSCT00000019300
ENSSSCG00000013147	FAM111B	ENSSSCT00000014367
ENSSSCG00000005469	KIAA1958	ENSSSCT00000006015
ENSSSCG00000006688	ANKRD35	ENSSSCT00000007327
ENSSSCG00000004154	TNFAIP3	ENSSSCT00000004592,ENSSSCT00000034426
ENSSSCG00000017995	USP43	ENSSSCT00000019584
ENSSSCG00000026365	NAN	ENSSSCT00000025031
ENSSSCG00000027623	NAN	ENSSSCT00000029609
ENSSSCG00000009951	SGSM1	ENSSSCT00000010903
ENSSSCG00000027774	NAN	ENSSSCT00000025504
ENSSSCG00000030637	IRGQ	ENSSSCT00000032158
ENSSSCG00000005910	TMEM249	ENSSSCT00000006490,ENSSSCT00000030159
ENSSSCG00000000455	LRIG3	ENSSSCT00000000491
ENSSSCG00000024864	NAN	ENSSSCT00000032275
ENSSSCG00000025671	NAN	ENSSSCT00000027409
ENSSSCG00000013555	NAN	ENSSSCT00000014805
ENSSSCG00000022770	SPP2	ENSSSCT00000022692
ENSSSCG00000002960	RASGRP4	ENSSSCT00000033758,ENSSSCT00000003283
ENSSSCG00000014617	OR6A2	ENSSSCT00000015967
ENSSSCG00000013287	RAG2	ENSSSCT00000036214,ENSSSCT00000014511
ENSSSCG00000002389	VASH1	ENSSSCT00000002656
ENSSSCG00000024306	UBE2D2	ENSSSCT00000010037
ENSSSCG00000024602	NAN	ENSSSCT00000026078
ENSSSCG00000028392	IFN-OMEGA-7	ENSSSCT00000005673
ENSSSCG00000011722	NAN	ENSSSCT00000012832
ENSSSCG00000013991	C1orf35	ENSSSCT00000015282
ENSSSCG00000006110	RBM12B	ENSSSCT00000006702
ENSSSCG00000014067	TMEM174	ENSSSCT00000015367
ENSSSCG00000004214	NAN	ENSSSCT00000004657
ENSSSCG00000026583	TLR1	ENSSSCT00000032865,ENSSSCT00000030913
ENSSSCG00000009148	LEF1	ENSSSCT00000010018
ENSSSCG00000023018	MCCD1	ENSSSCT00000022720
ENSSSCG00000021594	NAN	ENSSSCT00000026809
ENSSSCG00000000401	NAN	ENSSSCT00000000433
ENSSSCG00000008294	ACTG2	ENSSSCT00000009083
ENSSSCG00000005582	STRBP	ENSSSCT00000006135
ENSSSCG00000006203	COPS5	ENSSSCT00000006798
ENSSSCG00000016229	NAN	ENSSSCT00000017671
ENSSSCG00000016892	FST	ENSSSCT00000018397,ENSSSCT00000023776
ENSSSCG00000004781	NAN	ENSSSCT00000005280
ENSSSCG00000012652	SASH3	ENSSSCT00000013833,ENSSSCT00000032766
ENSSSCG00000003567	KDF1	ENSSSCT00000003961
ENSSSCG00000016128	EEF1B2	ENSSSCT00000017560
ENSSSCG00000014638	OR56B4	ENSSSCT00000015989
ENSSSCG00000022233	GAD1	ENSSSCT00000026586
ENSSSCG00000008313	NAN	ENSSSCT00000009104
ENSSSCG00000016566	NRF1	ENSSSCT00000018036
ENSSSCG00000010186	URB2	ENSSSCT00000011152
ENSSSCG00000022885	STAG1	ENSSSCT00000023120
ENSSSCG00000030292	NAN	ENSSSCT00000025895
ENSSSCG00000010161	COA6	ENSSSCT00000011126
ENSSSCG00000023417	NAN	ENSSSCT00000031753
ENSSSCG00000016461	NAN	ENSSSCT00000017924
ENSSSCG00000024484	DEGS1	ENSSSCT00000025010
ENSSSCG00000005060	KTN1	ENSSSCT00000005577
ENSSSCG00000030187	NAN	ENSSSCT00000004052,ENSSSCT00000004061
ENSSSCG00000027128	NAN	ENSSSCT00000025076
ENSSSCG00000030613	NAN	ENSSSCT00000032486
ENSSSCG00000009122	ARSJ	ENSSSCT00000009989
ENSSSCG00000009974	EWSR1	ENSSSCT00000010930
ENSSSCG00000027924	NAN	ENSSSCT00000029715
ENSSSCG00000016064	TMEFF2	ENSSSCT00000017490
ENSSSCG00000026606	PAIP2	ENSSSCT00000031093
ENSSSCG00000022782	NAN	ENSSSCT00000024811
ENSSSCG00000006896	TMED5	ENSSSCT00000007551
ENSSSCG00000030038	TAGLN3	ENSSSCT00000022703
ENSSSCG00000029420	NAN	ENSSSCT00000003257
ENSSSCG00000013522	SAFB	ENSSSCT00000014769
ENSSSCG00000000324	OR6C65	ENSSSCT00000000345
ENSSSCG00000023199	NAN	ENSSSCT00000014775
ENSSSCG00000023783	NAN	ENSSSCT00000024316
ENSSSCG00000009123	CAMK2D	ENSSSCT00000009990
ENSSSCG00000023334	CXorf23	ENSSSCT00000029969,ENSSSCT00000036170,ENSSSCT00000036439
ENSSSCG00000024748	THUMPD1	ENSSSCT00000024527
ENSSSCG00000020845	CDH9	ENSSSCT00000028848
ENSSSCG00000008707	NAN	ENSSSCT00000009526
ENSSSCG00000018039	NCOR1	ENSSSCT00000019634
ENSSSCG00000015024	C11orf1	ENSSSCT00000016388
ENSSSCG00000000022	LDOC1L	ENSSSCT00000000023
ENSSSCG00000017561	ABCC3	ENSSSCT00000019116
ENSSSCG00000003145	FUT2	ENSSSCT00000003489
ENSSSCG00000010556	PAX2	ENSSSCT00000011548
ENSSSCG00000017615	NAN	ENSSSCT00000019177
ENSSSCG00000009681	INTS9	ENSSSCT00000010615
ENSSSCG00000013442	ABHD17A	ENSSSCT00000014686
ENSSSCG00000010132	COMT	ENSSSCT00000011093
ENSSSCG00000006045	RIMS2	ENSSSCT00000006634,ENSSSCT00000022736
ENSSSCG00000021029	NAN	ENSSSCT00000028623
ENSSSCG00000010868	BECN2	ENSSSCT00000011890
ENSSSCG00000010175	GNPAT	ENSSSCT00000011141
ENSSSCG00000012050	RCAN1	ENSSSCT00000013182
ENSSSCG00000004403	CDC40	ENSSSCT00000004866
ENSSSCG00000010391	ERCC6	ENSSSCT00000011375
ENSSSCG00000027423	TMEM53	ENSSSCT00000030222
ENSSSCG00000003348	SSU72	ENSSSCT00000003717
ENSSSCG00000002624	NAN	ENSSSCT00000002911
ENSSSCG00000025395	TCTEX1D1	ENSSSCT00000030208
ENSSSCG00000016199	NAN	ENSSSCT00000017640
ENSSSCG00000027516	NAN	ENSSSCT00000022567
ENSSSCG00000008516	DPY30	ENSSSCT00000009320
ENSSSCG00000002536	NAN	ENSSSCT00000002816
ENSSSCG00000021955	NAN	ENSSSCT00000024054
ENSSSCG00000025284	COQ9	ENSSSCT00000023399
ENSSSCG00000011527	CNTN4	ENSSSCT00000012616
ENSSSCG00000001052	PHACTR1	ENSSSCT00000001146
ENSSSCG00000014624	ARFIP2	ENSSSCT00000015975
ENSSSCG00000023185	NAN	ENSSSCT00000024834
ENSSSCG00000027418	NICN1	ENSSSCT00000029432
ENSSSCG00000000300	NEUROD4	ENSSSCT00000000321
ENSSSCG00000025380	NAN	ENSSSCT00000026035,ENSSSCT00000022849
ENSSSCG00000005521	SLC36A3	ENSSSCT00000006072
ENSSSCG00000006249	RPS20	ENSSSCT00000006848
ENSSSCG00000016061	MYO1B	ENSSSCT00000017486
ENSSSCG00000008771	C4orf19	ENSSSCT00000009596
ENSSSCG00000000433	B4GALNT1	ENSSSCT00000000467
ENSSSCG00000015826	PROSC	ENSSSCT00000017234
ENSSSCG00000006253	NAN	ENSSSCT00000006852
ENSSSCG00000015053	HTR3B	ENSSSCT00000016419
ENSSSCG00000029418	NAN	ENSSSCT00000030058
ENSSSCG00000004612	RAB27A	ENSSSCT00000005093
ENSSSCG00000024859	ASAP1	ENSSSCT00000022776
ENSSSCG00000022102	ERCC1	ENSSSCT00000022562
ENSSSCG00000022359	RNF113A	ENSSSCT00000023982
ENSSSCG00000014111	BHMT2	ENSSSCT00000015414
ENSSSCG00000021145	AP1S1	ENSSSCT00000032579
ENSSSCG00000025249	NAN	ENSSSCT00000029687
ENSSSCG00000017929	RNASEK	ENSSSCT00000019512
ENSSSCG00000013586	LRRC8E	ENSSSCT00000014838
ENSSSCG00000003949	CDC20	ENSSSCT00000004368
ENSSSCG00000027479	NAN	ENSSSCT00000029216
ENSSSCG00000025242	NAN	ENSSSCT00000029317
ENSSSCG00000026355	NAN	ENSSSCT00000027590
ENSSSCG00000023737	CSF2	ENSSSCT00000027098
ENSSSCG00000021891	NAN	ENSSSCT00000031935
ENSSSCG00000030713	NAN	ENSSSCT00000029515
ENSSSCG00000027127	MAP2K2	ENSSSCT00000032005,ENSSSCT00000035211,ENSSSCT00000033258,ENSSSCT00000033006,ENSSSCT00000032731
ENSSSCG00000014904	DLG2	ENSSSCT00000016259
ENSSSCG00000021489	NAN	ENSSSCT00000030334
ENSSSCG00000029879	LTF	ENSSSCT00000030564
ENSSSCG00000007358	EMILIN3	ENSSSCT00000008050
ENSSSCG00000012356	SPIN3	ENSSSCT00000013513
ENSSSCG00000013945	OR2G2	ENSSSCT00000015231
ENSSSCG00000013885	FCHO1	ENSSSCT00000015171
ENSSSCG00000015568	RNF2	ENSSSCT00000016959
ENSSSCG00000003192	IL4I1	ENSSSCT00000003547
ENSSSCG00000000282	NAN	ENSSSCT00000000303
ENSSSCG00000017837	RAP1GAP2	ENSSSCT00000019412
ENSSSCG00000020917	NAN	ENSSSCT00000022528
ENSSSCG00000030621	NAN	ENSSSCT00000023167
ENSSSCG00000021210	NAN	ENSSSCT00000031507
ENSSSCG00000003900	DMBX1	ENSSSCT00000004315
ENSSSCG00000023895	NAN	ENSSSCT00000029585
ENSSSCG00000020818	ZNF862	ENSSSCT00000027824
ENSSSCG00000009603	NAN	ENSSSCT00000010526
ENSSSCG00000003967	ZMYND12	ENSSSCT00000004388
ENSSSCG00000000241	KRT84	ENSSSCT00000000260
ENSSSCG00000009770	EIF2B1	ENSSSCT00000010712
ENSSSCG00000029225	NAN	ENSSSCT00000006666
ENSSSCG00000023346	NAN	ENSSSCT00000027682
ENSSSCG00000000769	BID	ENSSSCT00000000833
ENSSSCG00000028103	WNK2	ENSSSCT00000022888
ENSSSCG00000013062	MTA2	ENSSSCT00000014278
ENSSSCG00000013605	ACTL9	ENSSSCT00000014860
ENSSSCG00000009791	RSRC2	ENSSSCT00000010733
ENSSSCG00000016045	PMS1	ENSSSCT00000017470
ENSSSCG00000025592	TP63	ENSSSCT00000024669
ENSSSCG00000024432	NAN	ENSSSCT00000025958,ENSSSCT00000029643
ENSSSCG00000024263	NAN	ENSSSCT00000031142
ENSSSCG00000010627	PDCD4	ENSSSCT00000011623
ENSSSCG00000004622	GNB5	ENSSSCT00000005105,ENSSSCT00000024996
ENSSSCG00000011423	GRM2	ENSSSCT00000012503
ENSSSCG00000010104	NAN	ENSSSCT00000011065
ENSSSCG00000010039	NAN	ENSSSCT00000010997
ENSSSCG00000017912	PLD2	ENSSSCT00000019494
ENSSSCG00000009031	EDNRA	ENSSSCT00000009890
ENSSSCG00000022725	FLOT1	ENSSSCT00000031243,ENSSSCT00000034277,ENSSSCT00000033652,ENSSSCT00000034726,ENSSSCT00000034026,ENSSSCT00000034122,ENSSSCT00000033979,ENSSSCT00000036113,ENSSSCT00000035752
ENSSSCG00000015667	MBD5	ENSSSCT00000017065
ENSSSCG00000026266	NAN	ENSSSCT00000025846
ENSSSCG00000015112	HINFP	ENSSSCT00000016478
ENSSSCG00000027536	NAN	ENSSSCT00000024390
ENSSSCG00000025676	NAN	ENSSSCT00000019040
ENSSSCG00000012290	WDR45	ENSSSCT00000013439,ENSSSCT00000035076,ENSSSCT00000034874,ENSSSCT00000034542,ENSSSCT00000035660,ENSSSCT00000036504,ENSSSCT00000036608,ENSSSCT00000036201
ENSSSCG00000029615	VAMP7	ENSSSCT00000029422
ENSSSCG00000027039	NAN	ENSSSCT00000028796
ENSSSCG00000030229	ABHD14A	ENSSSCT00000026406
ENSSSCG00000013729	NAN	ENSSSCT00000015003
ENSSSCG00000027444	STAU1	ENSSSCT00000022958
ENSSSCG00000024115	NAN	ENSSSCT00000026767
ENSSSCG00000028256	RBFOX2	ENSSSCT00000024278
ENSSSCG00000011376	NAN	ENSSSCT00000012454
ENSSSCG00000010904	NEK7	ENSSSCT00000011931
ENSSSCG00000001501	VPS52	ENSSSCT00000001674
ENSSSCG00000004405	NAN	ENSSSCT00000004868
ENSSSCG00000017643	SEPT4	ENSSSCT00000035676,ENSSSCT00000035025,ENSSSCT00000019205
ENSSSCG00000012659	ZNF280C	ENSSSCT00000033263,ENSSSCT00000036597,ENSSSCT00000034263,ENSSSCT00000013840
ENSSSCG00000021825	RPS21	ENSSSCT00000026530
ENSSSCG00000025885	NAN	ENSSSCT00000006983
ENSSSCG00000028217	NAN	ENSSSCT00000023492
ENSSSCG00000021374	FXYD1	ENSSSCT00000027321
ENSSSCG00000009668	CLU	ENSSSCT00000036649,ENSSSCT00000010601,ENSSSCT00000033746,ENSSSCT00000033218,ENSSSCT00000035611,ENSSSCT00000033441,ENSSSCT00000034107,ENSSSCT00000034045
ENSSSCG00000008218	NAN	ENSSSCT00000009000
ENSSSCG00000002658	FOXL1	ENSSSCT00000002949
ENSSSCG00000013928	NAN	ENSSSCT00000015214
ENSSSCG00000027242	NAN	ENSSSCT00000030353
ENSSSCG00000021492	NAN	ENSSSCT00000023113
ENSSSCG00000006941	DDAH1	ENSSSCT00000007605
ENSSSCG00000027603	NAN	ENSSSCT00000032055
ENSSSCG00000027057	SYVN1	ENSSSCT00000027683
ENSSSCG00000028973	MED18	ENSSSCT00000028982
ENSSSCG00000009873	DTX1	ENSSSCT00000010821
ENSSSCG00000001555	SLC26A8	ENSSSCT00000001733
ENSSSCG00000000502	CNOT2	ENSSSCT00000000541
ENSSSCG00000024672	KLF16	ENSSSCT00000029522
ENSSSCG00000002782	PLEKHG4	ENSSSCT00000003080
ENSSSCG00000008488	NAN	ENSSSCT00000009290
ENSSSCG00000016321	IQCA1	ENSSSCT00000017774
ENSSSCG00000010965	CCL21	ENSSSCT00000012002,ENSSSCT00000036539
ENSSSCG00000007916	NAN	ENSSSCT00000008676
ENSSSCG00000015018	C11orf53	ENSSSCT00000029298,ENSSSCT00000016382
ENSSSCG00000005366	NAN	ENSSSCT00000005906
ENSSSCG00000010514	RRP12	ENSSSCT00000011504
ENSSSCG00000025379	CTDSP2	ENSSSCT00000023042
ENSSSCG00000001760	ACSBG1	ENSSSCT00000001967
ENSSSCG00000001597	LRFN2	ENSSSCT00000001777
ENSSSCG00000006792	NAN	ENSSSCT00000007440
ENSSSCG00000023966	NAN	ENSSSCT00000028542
ENSSSCG00000028961	ST8SIA5	ENSSSCT00000029195
ENSSSCG00000021862	PTGER2	ENSSSCT00000025684
ENSSSCG00000022264	NAN	ENSSSCT00000025371
ENSSSCG00000009391	NAN	ENSSSCT00000010290
ENSSSCG00000003812	NAN	ENSSSCT00000004219
ENSSSCG00000020732	IKBIP	ENSSSCT00000030308
ENSSSCG00000008896	NAN	ENSSSCT00000025888,ENSSSCT00000009739
ENSSSCG00000029459	NAN	ENSSSCT00000023283
ENSSSCG00000000411	NAN	ENSSSCT00000000445
ENSSSCG00000000318	OR6C4	ENSSSCT00000000339
ENSSSCG00000015664	CD55	ENSSSCT00000033323,ENSSSCT00000017062
ENSSSCG00000014271	MEIKIN	ENSSSCT00000015593,ENSSSCT00000015594
ENSSSCG00000008852	MAP9	ENSSSCT00000009691
ENSSSCG00000004410	NAN	ENSSSCT00000004873
ENSSSCG00000012553	RIPPLY1	ENSSSCT00000013725,ENSSSCT00000036453
ENSSSCG00000017644	C17orf47	ENSSSCT00000019207
ENSSSCG00000012680	GPC3	ENSSSCT00000013862,ENSSSCT00000033241
ENSSSCG00000013359	IGSF22	ENSSSCT00000014590
ENSSSCG00000025253	NAN	ENSSSCT00000031202
ENSSSCG00000030198	NAN	ENSSSCT00000032071
ENSSSCG00000010381	NAN	ENSSSCT00000011364
ENSSSCG00000022918	NAN	ENSSSCT00000026520
ENSSSCG00000028154	NAN	ENSSSCT00000024490
ENSSSCG00000015205	HEPACAM	ENSSSCT00000016571
ENSSSCG00000029919	NAN	ENSSSCT00000031803
ENSSSCG00000011297	ABHD5	ENSSSCT00000012367
ENSSSCG00000022775	INO80E	ENSSSCT00000032554,ENSSSCT00000024351
ENSSSCG00000017383	AOC3	ENSSSCT00000018922
ENSSSCG00000023200	NAN	ENSSSCT00000030761
ENSSSCG00000024920	PCDHGA6	ENSSSCT00000015719
ENSSSCG00000010403	MARCH8	ENSSSCT00000011387
ENSSSCG00000022117	NAN	ENSSSCT00000024800
ENSSSCG00000027377	NAN	ENSSSCT00000024354
ENSSSCG00000001652	GNMT	ENSSSCT00000001837
ENSSSCG00000002873	GPI	ENSSSCT00000003175
ENSSSCG00000022300	MAT2A	ENSSSCT00000031931
ENSSSCG00000003683	NDUFV2	ENSSSCT00000004081
ENSSSCG00000026263	NAN	ENSSSCT00000028814
ENSSSCG00000010149	NAN	ENSSSCT00000011113
ENSSSCG00000017160	CBX4	ENSSSCT00000018684
ENSSSCG00000005353	NAN	ENSSSCT00000005893
ENSSSCG00000013036	FKBP2	ENSSSCT00000014249
ENSSSCG00000016234	NAN	ENSSSCT00000017677
