ENSOCUG00000017200	PDZD4	ENSOCUT00000017201
ENSOCUG00000005073	NAN	ENSOCUT00000005072
ENSOCUG00000004912	GNAZ	ENSOCUT00000004909
ENSOCUG00000011107	TMEM163	ENSOCUT00000011107
ENSOCUG00000029227	NAN	ENSOCUT00000033461
ENSOCUG00000014239	TMEM56-RWDD3	ENSOCUT00000014237
ENSOCUG00000028128	NAN	ENSOCUT00000027521
ENSOCUG00000001645	NAN	ENSOCUT00000001644
ENSOCUG00000006980	EHMT2	ENSOCUT00000006989
ENSOCUG00000017017	CARNMT1	ENSOCUT00000031472,ENSOCUT00000017017
ENSOCUG00000000732	FGF9	ENSOCUT00000000731
ENSOCUG00000027806	MED10	ENSOCUT00000022471
ENSOCUG00000014810	MYO9B	ENSOCUT00000014814
ENSOCUG00000013431	IZUMO1R	ENSOCUT00000013428
ENSOCUG00000012553	NAN	ENSOCUT00000012560
ENSOCUG00000001389	LINGO4	ENSOCUT00000001387
ENSOCUG00000017504	SYT9	ENSOCUT00000017502
ENSOCUG00000021713	NAN	ENSOCUT00000031545
ENSOCUG00000013513	LBH	ENSOCUT00000013505
ENSOCUG00000021992	NAN	ENSOCUT00000015332
ENSOCUG00000017236	LRRC2	ENSOCUT00000017235
ENSOCUG00000009212	CD1A	ENSOCUT00000033206,ENSOCUT00000009212
ENSOCUG00000024382	NAN	ENSOCUT00000028422
ENSOCUG00000001480	GMPS	ENSOCUT00000001481
ENSOCUG00000025244	IGFBP7	ENSOCUT00000029117
ENSOCUG00000028000	NAN	ENSOCUT00000029802
ENSOCUG00000025653	ORYCUNV1R1560	ENSOCUT00000021751
ENSOCUG00000029216	NAN	ENSOCUT00000033656
ENSOCUG00000029652	MYH4	ENSOCUT00000003414
ENSOCUG00000029430	NAN	ENSOCUT00000026034
ENSOCUG00000017702	SYCP2L	ENSOCUT00000017707
ENSOCUG00000016534	TMEM126A	ENSOCUT00000016532
ENSOCUG00000009982	UXS1	ENSOCUT00000009985
ENSOCUG00000027940	HSPA4L	ENSOCUT00000021311
ENSOCUG00000014073	NAN	ENSOCUT00000014072
ENSOCUG00000011132	INTS1	ENSOCUT00000011133
ENSOCUG00000003542	TM4SF18	ENSOCUT00000003542
ENSOCUG00000002139	PSMB9	ENSOCUT00000002139
ENSOCUG00000024025	METTL12	ENSOCUT00000026390
ENSOCUG00000025497	RWDD4	ENSOCUT00000022396
ENSOCUG00000023471	NAN	ENSOCUT00000021826
ENSOCUG00000002498	DEF8	ENSOCUT00000002496
ENSOCUG00000004063	WIZ	ENSOCUT00000004062,ENSOCUT00000024588
ENSOCUG00000025836	NAN	ENSOCUT00000021216
ENSOCUG00000005302	CIDEC	ENSOCUT00000005302
ENSOCUG00000025131	NAN	ENSOCUT00000024957
ENSOCUG00000014010	OR51E1	ENSOCUT00000014005
ENSOCUG00000002539	SLC22A1	ENSOCUT00000002537
ENSOCUG00000008736	ATG10	ENSOCUT00000008736
ENSOCUG00000008358	CABP1	ENSOCUT00000008359
ENSOCUG00000017893	SLC35B2	ENSOCUT00000017892
ENSOCUG00000011014	P3H2	ENSOCUT00000011016
ENSOCUG00000027338	NAN	ENSOCUT00000021835
ENSOCUG00000026034	NAN	ENSOCUT00000013956
ENSOCUG00000005137	ABCA3	ENSOCUT00000021903
ENSOCUG00000007073	LARP7	ENSOCUT00000007074
ENSOCUG00000010729	RASL12	ENSOCUT00000010726
ENSOCUG00000006175	NUTM1	ENSOCUT00000006175
ENSOCUG00000017452	RHOBTB2	ENSOCUT00000021646,ENSOCUT00000017452
ENSOCUG00000008549	UBR5	ENSOCUT00000008570
ENSOCUG00000001890	MROH6	ENSOCUT00000001888
ENSOCUG00000025128	NAN	ENSOCUT00000031719
ENSOCUG00000021532	NAN	ENSOCUT00000021373
ENSOCUG00000025953	NAN	ENSOCUT00000029935
ENSOCUG00000010581	MMP24	ENSOCUT00000010578
ENSOCUG00000008330	CSRP2	ENSOCUT00000008329
ENSOCUG00000023892	ORYCUNV1R1666	ENSOCUT00000029499
ENSOCUG00000027709	NAN	ENSOCUT00000026762
ENSOCUG00000023913	NAN	ENSOCUT00000028369
ENSOCUG00000002140	DACH1	ENSOCUT00000002143
ENSOCUG00000015565	KCNJ5	ENSOCUT00000015557
ENSOCUG00000015363	NFASC	ENSOCUT00000015388
ENSOCUG00000009602	NAN	ENSOCUT00000009599
ENSOCUG00000021235	VPREB1	ENSOCUT00000024045,ENSOCUT00000032000
ENSOCUG00000003633	GFRA1	ENSOCUT00000003634
ENSOCUG00000029718	NAN	ENSOCUT00000033549
ENSOCUG00000029344	HOXA6	ENSOCUT00000027723
ENSOCUG00000017880	EMSY	ENSOCUT00000017880
ENSOCUG00000028229	NAN	ENSOCUT00000017967
ENSOCUG00000024564	NAN	ENSOCUT00000031804
ENSOCUG00000010972	NAN	ENSOCUT00000010968,ENSOCUT00000033804
ENSOCUG00000003215	SPRY4	ENSOCUT00000003212
ENSOCUG00000002244	AMPH	ENSOCUT00000002246
ENSOCUG00000012353	SDSL	ENSOCUT00000012351
ENSOCUG00000012938	XXYLT1	ENSOCUT00000012935
ENSOCUG00000015620	APC	ENSOCUT00000015626,ENSOCUT00000033872
ENSOCUG00000004587	SLC2A2	ENSOCUT00000004587
ENSOCUG00000003637	CGNL1	ENSOCUT00000003639
ENSOCUG00000025002	RPS27	ENSOCUT00000023068
ENSOCUG00000026159	KIAA1755	ENSOCUT00000027428
ENSOCUG00000008183	HS6ST2	ENSOCUT00000008181
ENSOCUG00000022192	PRMT1	ENSOCUT00000026220
ENSOCUG00000005314	ARID1A	ENSOCUT00000005318
ENSOCUG00000025914	NAN	ENSOCUT00000027215
ENSOCUG00000013585	CD244	ENSOCUT00000013583
ENSOCUG00000002606	HES7	ENSOCUT00000002605
ENSOCUG00000028189	NAN	ENSOCUT00000022377
ENSOCUG00000001338	TIMM10	ENSOCUT00000001338
ENSOCUG00000004771	PROSER1	ENSOCUT00000027947
ENSOCUG00000016614	NDEL1	ENSOCUT00000016616
ENSOCUG00000016705	NAN	ENSOCUT00000016703
ENSOCUG00000024996	CLIC6	ENSOCUT00000030106
ENSOCUG00000021501	CYP2C5	ENSOCUT00000021366
ENSOCUG00000024832	NAN	ENSOCUT00000024031
ENSOCUG00000026072	BSG	ENSOCUT00000031737
ENSOCUG00000027201	CST11	ENSOCUT00000027172
ENSOCUG00000017597	GRM2	ENSOCUT00000017597,ENSOCUT00000023317
ENSOCUG00000007648	TXK	ENSOCUT00000007648
ENSOCUG00000007081	EAF2	ENSOCUT00000007080
ENSOCUG00000022923	NAN	ENSOCUT00000017065
ENSOCUG00000007048	KSR1	ENSOCUT00000007051
ENSOCUG00000000023	PKP2	ENSOCUT00000000023
ENSOCUG00000002007	ANKRD13C	ENSOCUT00000033226,ENSOCUT00000002010
ENSOCUG00000015480	POLE2	ENSOCUT00000015483
ENSOCUG00000026235	NAN	ENSOCUT00000025423
ENSOCUG00000009296	DHTKD1	ENSOCUT00000009298
ENSOCUG00000015868	OXNAD1	ENSOCUT00000015864
ENSOCUG00000005848	MAEL	ENSOCUT00000005849
ENSOCUG00000004311	MAP2K3	ENSOCUT00000023980
ENSOCUG00000026534	NAN	ENSOCUT00000021724
ENSOCUG00000023650	CAMK2D	ENSOCUT00000029366
ENSOCUG00000024995	NAN	ENSOCUT00000021205
ENSOCUG00000005290	ASCC2	ENSOCUT00000005290,ENSOCUT00000026932
ENSOCUG00000027884	ORYCUNV1R1545	ENSOCUT00000010746
ENSOCUG00000023467	NAN	ENSOCUT00000029914
ENSOCUG00000012915	SIK2	ENSOCUT00000012918
ENSOCUG00000007364	KIAA1324L	ENSOCUT00000007366
ENSOCUG00000023635	NAN	ENSOCUT00000015799
ENSOCUG00000013487	NAN	ENSOCUT00000013487
ENSOCUG00000026337	NAN	ENSOCUT00000024870
ENSOCUG00000028016	NAN	ENSOCUT00000024657
ENSOCUG00000002786	SMG9	ENSOCUT00000002786
ENSOCUG00000022086	WDR74	ENSOCUT00000026061,ENSOCUT00000022584
ENSOCUG00000013328	NAN	ENSOCUT00000013334
ENSOCUG00000026027	C17orf62	ENSOCUT00000024036
ENSOCUG00000000789	EPC1	ENSOCUT00000022193
ENSOCUG00000003354	CUEDC1	ENSOCUT00000003353
ENSOCUG00000017920	SMAD1	ENSOCUT00000017919
ENSOCUG00000016945	ITIH5	ENSOCUT00000016950
ENSOCUG00000029292	NAN	ENSOCUT00000033210
ENSOCUG00000029248	TUBG1	ENSOCUT00000001592
ENSOCUG00000005893	NFIA	ENSOCUT00000005892
ENSOCUG00000015201	VMA21	ENSOCUT00000015196
ENSOCUG00000012330	WARS2	ENSOCUT00000012329
ENSOCUG00000000934	LRRC4B	ENSOCUT00000000936
ENSOCUG00000009188	CETN1	ENSOCUT00000009185
ENSOCUG00000022486	PLEKHO2	ENSOCUT00000032125
ENSOCUG00000027673	NAT6	ENSOCUT00000025061
ENSOCUG00000012388	EMILIN3	ENSOCUT00000012387
ENSOCUG00000003491	CCDC85A	ENSOCUT00000003489
ENSOCUG00000003211	PHYKPL	ENSOCUT00000033303,ENSOCUT00000003211
ENSOCUG00000002004	CSNK1E	ENSOCUT00000025945
ENSOCUG00000027918	NAN	ENSOCUT00000030929
ENSOCUG00000025603	GPA33	ENSOCUT00000027384
ENSOCUG00000004736	CLCA1	ENSOCUT00000004738
ENSOCUG00000004318	PRM3	ENSOCUT00000004312
ENSOCUG00000002476	COG3	ENSOCUT00000002483
ENSOCUG00000004081	GAS2L2	ENSOCUT00000004080
ENSOCUG00000021205	NAN	ENSOCUT00000025123
ENSOCUG00000028173	NAN	ENSOCUT00000024481
ENSOCUG00000006964	ATP6V1E1	ENSOCUT00000033395,ENSOCUT00000006961
ENSOCUG00000024657	HAGH	ENSOCUT00000029292
ENSOCUG00000015504	RCVRN	ENSOCUT00000015500
ENSOCUG00000005366	CTDSPL2	ENSOCUT00000005367
ENSOCUG00000015634	TNNT2	ENSOCUT00000022169
ENSOCUG00000004619	ZPR1	ENSOCUT00000004619,ENSOCUT00000021638
ENSOCUG00000021554	MAD1L1	ENSOCUT00000023787
ENSOCUG00000026307	RALGDS	ENSOCUT00000023056
ENSOCUG00000013991	AKAP7	ENSOCUT00000013987
ENSOCUG00000029669	HACD4	ENSOCUT00000033724
ENSOCUG00000009091	NAN	ENSOCUT00000009088
ENSOCUG00000017511	RPS8	ENSOCUT00000027418
ENSOCUG00000005607	NAN	ENSOCUT00000005606
ENSOCUG00000015745	RPUSD2	ENSOCUT00000015743
ENSOCUG00000012728	NAN	ENSOCUT00000012726
ENSOCUG00000008567	NF1	ENSOCUT00000008588
ENSOCUG00000007190	CYGB	ENSOCUT00000007189
ENSOCUG00000017039	RPUSD4	ENSOCUT00000024420,ENSOCUT00000030911,ENSOCUT00000017038
ENSOCUG00000015719	SCO1	ENSOCUT00000015716
ENSOCUG00000017666	TEK	ENSOCUT00000017669
ENSOCUG00000024763	TREX1	ENSOCUT00000022612
ENSOCUG00000016811	RBM20	ENSOCUT00000016796
ENSOCUG00000029237	NAN	ENSOCUT00000034168
ENSOCUG00000013771	UNC119	ENSOCUT00000022252
ENSOCUG00000017009	JAML	ENSOCUT00000017006
ENSOCUG00000023168	NAN	ENSOCUT00000025402
ENSOCUG00000011774	FBXL5	ENSOCUT00000011773,ENSOCUT00000033462
ENSOCUG00000005359	GPHB5	ENSOCUT00000005356
ENSOCUG00000003096	PPIP5K1	ENSOCUT00000028453
ENSOCUG00000007058	PSMD2	ENSOCUT00000007058
ENSOCUG00000027426	GXYLT1	ENSOCUT00000030060
ENSOCUG00000025234	SEPT9	ENSOCUT00000024509
ENSOCUG00000024556	NAN	ENSOCUT00000023064
ENSOCUG00000015845	RHOBTB3	ENSOCUT00000015842
ENSOCUG00000007278	C1orf167	ENSOCUT00000007284
ENSOCUG00000023814	RPS19BP1	ENSOCUT00000028614
ENSOCUG00000014794	ATP2A3	ENSOCUT00000014802
ENSOCUG00000007699	KMO	ENSOCUT00000007703
ENSOCUG00000006400	ZDHHC18	ENSOCUT00000006403
ENSOCUG00000005306	C3orf18	ENSOCUT00000026898,ENSOCUT00000005306
ENSOCUG00000007349	ARMC4	ENSOCUT00000007352
ENSOCUG00000028015	NAN	ENSOCUT00000013552
ENSOCUG00000014106	STX7	ENSOCUT00000014105
ENSOCUG00000029312	SLC32A1	ENSOCUT00000033411
ENSOCUG00000028146	NAN	ENSOCUT00000025996
ENSOCUG00000008602	ZNF416	ENSOCUT00000008607
ENSOCUG00000013941	CEP250	ENSOCUT00000013964
ENSOCUG00000016701	PPP1R12A	ENSOCUT00000016706
ENSOCUG00000002938	IAPP	ENSOCUT00000002938
ENSOCUG00000023283	NAN	ENSOCUT00000009530
ENSOCUG00000001094	OR8K1	ENSOCUT00000001094
ENSOCUG00000016299	MESDC1	ENSOCUT00000016290
ENSOCUG00000009897	ADM	ENSOCUT00000009895
ENSOCUG00000002403	PPOX	ENSOCUT00000033299,ENSOCUT00000002401
ENSOCUG00000003599	PTPN6	ENSOCUT00000033830,ENSOCUT00000003599
ENSOCUG00000008490	XPO4	ENSOCUT00000008493
ENSOCUG00000027668	PQLC2	ENSOCUT00000025396
ENSOCUG00000020925	NAN	ENSOCUT00000002522
ENSOCUG00000027789	NR1H2	ENSOCUT00000030835
ENSOCUG00000005388	UPRT	ENSOCUT00000020982
ENSOCUG00000012040	KRTAP11-1	ENSOCUT00000012037
ENSOCUG00000002695	NFATC2IP	ENSOCUT00000002694
ENSOCUG00000025923	NAN	ENSOCUT00000021297
ENSOCUG00000007897	NAN	ENSOCUT00000007891
ENSOCUG00000006906	OR13F1	ENSOCUT00000006904
ENSOCUG00000000528	TCF15	ENSOCUT00000000527
ENSOCUG00000006887	CYP8B1	ENSOCUT00000006887
ENSOCUG00000022506	NAN	ENSOCUT00000021888
ENSOCUG00000025320	PHLDB3	ENSOCUT00000023042
ENSOCUG00000003775	BCL2L15	ENSOCUT00000003774
ENSOCUG00000014468	C1S	ENSOCUT00000014470
ENSOCUG00000012642	STK32B	ENSOCUT00000012641
ENSOCUG00000022833	NAN	ENSOCUT00000028170
ENSOCUG00000002266	NAN	ENSOCUT00000002265
ENSOCUG00000022038	NAN	ENSOCUT00000030128
ENSOCUG00000013785	PRKCE	ENSOCUT00000013787
ENSOCUG00000016758	NAN	ENSOCUT00000016764
ENSOCUG00000025485	NAN	ENSOCUT00000009632
ENSOCUG00000003155	PLAU	ENSOCUT00000029709
ENSOCUG00000003672	TRAF3	ENSOCUT00000003673
ENSOCUG00000022629	NAN	ENSOCUT00000021964
ENSOCUG00000017072	SNX5	ENSOCUT00000017074
ENSOCUG00000004536	EIF2B5	ENSOCUT00000004541
ENSOCUG00000004296	NKX2-6	ENSOCUT00000004292
ENSOCUG00000001159	HOXC11	ENSOCUT00000003235,ENSOCUT00000001158
ENSOCUG00000001876	NAN	ENSOCUT00000001872
ENSOCUG00000015445	SQSTM1	ENSOCUT00000015437
ENSOCUG00000023568	TTC4	ENSOCUT00000030636
ENSOCUG00000007365	KCNS3	ENSOCUT00000007364
ENSOCUG00000014633	PKNOX2	ENSOCUT00000022468
ENSOCUG00000021711	PPP1R1B	ENSOCUT00000024770
ENSOCUG00000001153	PRDM16	ENSOCUT00000001154
ENSOCUG00000017395	NAN	ENSOCUT00000017394
ENSOCUG00000015664	TPH2	ENSOCUT00000015666
ENSOCUG00000028998	NAN	ENSOCUT00000032984
ENSOCUG00000005559	TBC1D9	ENSOCUT00000028135
ENSOCUG00000022225	NAN	ENSOCUT00000024645
ENSOCUG00000009234	USP45	ENSOCUT00000009235
ENSOCUG00000017815	CWH43	ENSOCUT00000017816
ENSOCUG00000009967	PLAT	ENSOCUT00000009971,ENSOCUT00000033707
ENSOCUG00000003860	PEX6	ENSOCUT00000003865,ENSOCUT00000004102
ENSOCUG00000006667	MOCS1	ENSOCUT00000006667
ENSOCUG00000023643	NAN	ENSOCUT00000022556
ENSOCUG00000023148	HYAL3	ENSOCUT00000030854
ENSOCUG00000007283	RHBDD1	ENSOCUT00000007280
ENSOCUG00000029198	NAN	ENSOCUT00000031986
ENSOCUG00000021411	TSKU	ENSOCUT00000025478
ENSOCUG00000015038	ABCG8	ENSOCUT00000015036
ENSOCUG00000022517	NAN	ENSOCUT00000027410
ENSOCUG00000026333	PER1	ENSOCUT00000022715
ENSOCUG00000022554	NAN	ENSOCUT00000028433
ENSOCUG00000027717	NAN	ENSOCUT00000025727
ENSOCUG00000000592	RDH12	ENSOCUT00000000590
ENSOCUG00000006001	PLAG1	ENSOCUT00000005999
ENSOCUG00000004149	KCND2	ENSOCUT00000004147
ENSOCUG00000000090	WDR81	ENSOCUT00000000090
ENSOCUG00000023100	CAPN12	ENSOCUT00000026361
ENSOCUG00000017492	CENPF	ENSOCUT00000002556
ENSOCUG00000014577	SYT7	ENSOCUT00000029855
ENSOCUG00000017224	NAN	ENSOCUT00000017225
ENSOCUG00000008698	WFDC13	ENSOCUT00000008696
ENSOCUG00000000700	OR3A1	ENSOCUT00000000699
ENSOCUG00000026925	NAN	ENSOCUT00000029662
ENSOCUG00000009524	CCDC190	ENSOCUT00000009522
ENSOCUG00000000652	NAN	ENSOCUT00000000651
ENSOCUG00000002790	PYGB	ENSOCUT00000002793
ENSOCUG00000021417	NAN	ENSOCUT00000028737
ENSOCUG00000026744	NAN	ENSOCUT00000024954
ENSOCUG00000021435	NAN	ENSOCUT00000029771
ENSOCUG00000015348	DAZAP2	ENSOCUT00000015345,ENSOCUT00000023729
ENSOCUG00000004829	ESR1	ENSOCUT00000004827
ENSOCUG00000027755	NAN	ENSOCUT00000012744
ENSOCUG00000022183	CTNNAL1	ENSOCUT00000025507
ENSOCUG00000011172	OPCML	ENSOCUT00000011170
ENSOCUG00000007260	NAN	ENSOCUT00000007260
ENSOCUG00000009443	SLC7A10	ENSOCUT00000009441
ENSOCUG00000025269	ERCC2	ENSOCUT00000020969
ENSOCUG00000002468	KIF20B	ENSOCUT00000002474
ENSOCUG00000009695	EPS8L3	ENSOCUT00000009702
ENSOCUG00000015456	SLC35D1	ENSOCUT00000015456,ENSOCUT00000033168
ENSOCUG00000006725	LMNTD1	ENSOCUT00000006725
ENSOCUG00000023389	NAN	ENSOCUT00000023215
ENSOCUG00000024502	NAN	ENSOCUT00000022679
ENSOCUG00000003969	ABHD10	ENSOCUT00000003966
ENSOCUG00000002409	SERGEF	ENSOCUT00000002411
ENSOCUG00000007789	UBTD1	ENSOCUT00000007788
ENSOCUG00000013495	TM9SF4	ENSOCUT00000013494
ENSOCUG00000013841	TSTD2	ENSOCUT00000013842
ENSOCUG00000023516	KNOP1	ENSOCUT00000027049
ENSOCUG00000008018	ITGAE	ENSOCUT00000008028
ENSOCUG00000006172	RPL26L1	ENSOCUT00000001584
ENSOCUG00000023964	FASTK	ENSOCUT00000026541
ENSOCUG00000007787	SPRYD4	ENSOCUT00000007789
ENSOCUG00000002635	ROBO3	ENSOCUT00000002640,ENSOCUT00000005842
ENSOCUG00000001541	BRI3BP	ENSOCUT00000001541
ENSOCUG00000016869	NFYA	ENSOCUT00000016869
ENSOCUG00000020964	OCIAD1	ENSOCUT00000027057
ENSOCUG00000017661	TAAR5	ENSOCUT00000017660
ENSOCUG00000024009	NAN	ENSOCUT00000030048
ENSOCUG00000013115	C10orf82	ENSOCUT00000013112
ENSOCUG00000002619	TMEM260	ENSOCUT00000002624
ENSOCUG00000027024	NAN	ENSOCUT00000031934
ENSOCUG00000014497	EFHD1	ENSOCUT00000014495
ENSOCUG00000000066	USP27X	ENSOCUT00000000066
ENSOCUG00000002256	CCDC62	ENSOCUT00000002258
ENSOCUG00000008011	ABCA8	ENSOCUT00000008019
ENSOCUG00000014773	HSPH1	ENSOCUT00000014780
ENSOCUG00000023995	CUEDC2	ENSOCUT00000022598
ENSOCUG00000015992	BCAR1	ENSOCUT00000015992
ENSOCUG00000009413	SGTB	ENSOCUT00000009411
ENSOCUG00000007493	NAN	ENSOCUT00000007493
ENSOCUG00000017368	MYL6B	ENSOCUT00000017361
ENSOCUG00000011321	NAN	ENSOCUT00000011321
ENSOCUG00000002497	CNOT6L	ENSOCUT00000024356
ENSOCUG00000002759	SIM1	ENSOCUT00000002760
ENSOCUG00000023580	ITPKA	ENSOCUT00000031121
ENSOCUG00000004665	FGD6	ENSOCUT00000004667
ENSOCUG00000021156	NAN	ENSOCUT00000026510
ENSOCUG00000022112	NAN	ENSOCUT00000009004
ENSOCUG00000017628	CFAP54	ENSOCUT00000017626
ENSOCUG00000021365	NAN	ENSOCUT00000022628
ENSOCUG00000001040	NEIL3	ENSOCUT00000001040
ENSOCUG00000001583	TMEM104	ENSOCUT00000001581
ENSOCUG00000007765	PSAT1	ENSOCUT00000007763
ENSOCUG00000014005	DHX34	ENSOCUT00000023767
ENSOCUG00000012700	CORO6	ENSOCUT00000028783
ENSOCUG00000011658	NCCRP1	ENSOCUT00000011655
ENSOCUG00000016430	SEC63	ENSOCUT00000031882
ENSOCUG00000007217	GPATCH11	ENSOCUT00000007216
ENSOCUG00000004024	HSD11B1	ENSOCUT00000004024
ENSOCUG00000020977	ISOC2	ENSOCUT00000023678
ENSOCUG00000025514	NAN	ENSOCUT00000026772
ENSOCUG00000015808	GMCL1	ENSOCUT00000015808
ENSOCUG00000009328	CRLS1	ENSOCUT00000032210,ENSOCUT00000009328
ENSOCUG00000007929	STAT6	ENSOCUT00000007933
ENSOCUG00000007912	NSMCE3	ENSOCUT00000007908
ENSOCUG00000016868	WDR45B	ENSOCUT00000016866
ENSOCUG00000004486	CHL1	ENSOCUT00000004488
ENSOCUG00000003924	NAN	ENSOCUT00000003922
ENSOCUG00000027162	NAN	ENSOCUT00000005117
ENSOCUG00000017808	NIM1K	ENSOCUT00000033220,ENSOCUT00000017806
ENSOCUG00000027419	NAN	ENSOCUT00000029215
ENSOCUG00000025757	TMEM200B	ENSOCUT00000022971,ENSOCUT00000025046
ENSOCUG00000023404	NAN	ENSOCUT00000021870
ENSOCUG00000003882	SLC52A3	ENSOCUT00000003880
ENSOCUG00000010606	BORCS5	ENSOCUT00000010604
ENSOCUG00000008998	KCNJ14	ENSOCUT00000008995,ENSOCUT00000023518
ENSOCUG00000013648	SLC16A9	ENSOCUT00000013639
ENSOCUG00000005377	LPXN	ENSOCUT00000025776,ENSOCUT00000022723
ENSOCUG00000003044	SPA17	ENSOCUT00000003042
ENSOCUG00000003047	CDKN3	ENSOCUT00000003047
ENSOCUG00000002438	DCAF10	ENSOCUT00000002438
ENSOCUG00000002939	GAK	ENSOCUT00000002949
ENSOCUG00000001011	SLC45A1	ENSOCUT00000001011
ENSOCUG00000003703	FAM19A4	ENSOCUT00000003702
ENSOCUG00000022874	NAN	ENSOCUT00000031923
ENSOCUG00000017831	PTAFR	ENSOCUT00000017829
ENSOCUG00000024557	NAN	ENSOCUT00000025285
ENSOCUG00000013786	ACOT13	ENSOCUT00000013782
ENSOCUG00000011332	PACSIN1	ENSOCUT00000011333
ENSOCUG00000025159	NAN	ENSOCUT00000031350
ENSOCUG00000029414	NAN	ENSOCUT00000033211
ENSOCUG00000016853	JAK2	ENSOCUT00000016862
ENSOCUG00000017654	KATNBL1	ENSOCUT00000017653
ENSOCUG00000005596	GREM1	ENSOCUT00000005594
ENSOCUG00000012556	NFATC2	ENSOCUT00000012557
ENSOCUG00000015706	POLR1D	ENSOCUT00000015698
ENSOCUG00000026154	PLPPR2	ENSOCUT00000022811
ENSOCUG00000014390	DDX47	ENSOCUT00000014394
ENSOCUG00000010712	MFAP1	ENSOCUT00000010712
ENSOCUG00000013433	SSH1	ENSOCUT00000013433
ENSOCUG00000014871	COQ5	ENSOCUT00000014867
ENSOCUG00000009690	SNX8	ENSOCUT00000009692
ENSOCUG00000007255	RANBP9	ENSOCUT00000007257
ENSOCUG00000004745	C14orf39	ENSOCUT00000004746
ENSOCUG00000015780	TCN1	ENSOCUT00000015779
ENSOCUG00000026980	PSMC3	ENSOCUT00000030375
ENSOCUG00000015977	OGG1	ENSOCUT00000015980
ENSOCUG00000008399	CDC25C	ENSOCUT00000008401
ENSOCUG00000000721	PAMR1	ENSOCUT00000021399
ENSOCUG00000007333	RBBP8	ENSOCUT00000007334
ENSOCUG00000002696	PCBP3	ENSOCUT00000002697
ENSOCUG00000024491	NAN	ENSOCUT00000030291
ENSOCUG00000021993	TWF2	ENSOCUT00000024144
ENSOCUG00000005028	FKBP15	ENSOCUT00000005032
ENSOCUG00000002261	CPN1	ENSOCUT00000002260
ENSOCUG00000028058	CHAC2	ENSOCUT00000023797
ENSOCUG00000012588	RHOU	ENSOCUT00000012584
ENSOCUG00000002065	TCAF1	ENSOCUT00000002065
ENSOCUG00000023406	PPP1R14A	ENSOCUT00000023086
ENSOCUG00000014505	TRIB3	ENSOCUT00000014507
ENSOCUG00000005930	ZFPM2	ENSOCUT00000005929
ENSOCUG00000007555	PGLYRP2	ENSOCUT00000007552
ENSOCUG00000026044	NAN	ENSOCUT00000023186
ENSOCUG00000024308	MMP11	ENSOCUT00000029487
ENSOCUG00000022782	CHRDL2	ENSOCUT00000029743
ENSOCUG00000005141	CHST11	ENSOCUT00000005137
ENSOCUG00000029313	BANK1	ENSOCUT00000033427
ENSOCUG00000014585	ZDHHC2	ENSOCUT00000014584
ENSOCUG00000023149	NAN	ENSOCUT00000030255
ENSOCUG00000024773	POLR1E	ENSOCUT00000029098
ENSOCUG00000009444	ALDH1A1	ENSOCUT00000026662
ENSOCUG00000000966	UBE2J2	ENSOCUT00000000966
ENSOCUG00000005431	METTL21A	ENSOCUT00000005430
ENSOCUG00000008328	ASUN	ENSOCUT00000008331
ENSOCUG00000001665	MDM1	ENSOCUT00000001669
ENSOCUG00000014267	RDX	ENSOCUT00000027826
ENSOCUG00000004519	ERCC8	ENSOCUT00000004521
ENSOCUG00000021854	NAN	ENSOCUT00000028693
ENSOCUG00000029570	NAN	ENSOCUT00000033896
ENSOCUG00000011191	CARD11	ENSOCUT00000011198
ENSOCUG00000016484	AIFM3	ENSOCUT00000016489
ENSOCUG00000023510	CD276	ENSOCUT00000022350
ENSOCUG00000004926	GJB3	ENSOCUT00000004926
ENSOCUG00000025824	SLC22A6	ENSOCUT00000023988
ENSOCUG00000010043	DUS2	ENSOCUT00000010041
ENSOCUG00000026292	NAN	ENSOCUT00000025347
ENSOCUG00000025220	NAN	ENSOCUT00000032152
ENSOCUG00000025452	NAN	ENSOCUT00000031484
ENSOCUG00000024676	NAN	ENSOCUT00000028537
ENSOCUG00000015742	CEPT1	ENSOCUT00000015742
ENSOCUG00000026842	LPAR1	ENSOCUT00000026641
ENSOCUG00000027957	RABGAP1L	ENSOCUT00000027764
ENSOCUG00000005658	PDZRN4	ENSOCUT00000005659
ENSOCUG00000009514	KIAA1211L	ENSOCUT00000009513
ENSOCUG00000007741	CRTAP	ENSOCUT00000007740
ENSOCUG00000007617	TF	ENSOCUT00000007617
ENSOCUG00000024632	FOXI2	ENSOCUT00000031633
ENSOCUG00000006841	HNF4A	ENSOCUT00000006841
ENSOCUG00000013567	GRN	ENSOCUT00000033298,ENSOCUT00000013566
ENSOCUG00000007677	NAN	ENSOCUT00000007673
ENSOCUG00000014147	CHORDC1	ENSOCUT00000014145
ENSOCUG00000024994	NAN	ENSOCUT00000022214
ENSOCUG00000029468	NAN	ENSOCUT00000033623
ENSOCUG00000024450	NAN	ENSOCUT00000029647
ENSOCUG00000027342	NAN	ENSOCUT00000025460
ENSOCUG00000006745	SLC6A12	ENSOCUT00000006746
ENSOCUG00000004026	CEP128	ENSOCUT00000004028
ENSOCUG00000001257	TMEM144	ENSOCUT00000001257
ENSOCUG00000027424	PRPF38B	ENSOCUT00000030253
ENSOCUG00000016795	AGPAT4	ENSOCUT00000016794
