human,rhesus,rat,mouse
ENSG00000196584,ENSMMUG00000002878,ENSRNOG00000007493,ENSMUSG00000028933
ENSG00000137055,ENSMMUG00000006074,ENSRNOG00000007753,ENSMUSG00000028577
ENSG00000120875,ENSMMUG00000008094,ENSRNOG00000011921,ENSMUSG00000031530
ENSG00000090924,ENSMMUG00000019369,ENSRNOG00000030266,ENSMUSG00000037552
ENSG00000116863,ENSMMUG00000012030,ENSRNOG00000010849,ENSMUSG00000042558
ENSG00000115525,ENSMMUG00000019559,ENSRNOG00000010284,ENSMUSG00000056091
ENSG00000142230,ENSMMUG00000009506,ENSRNOG00000015128,ENSMUSG00000052833
ENSG00000168016,ENSMMUG00000006816,ENSRNOG00000021091,ENSMUSG00000062296
ENSG00000188493,ENSMMUG00000017708,ENSRNOG00000037715,ENSMUSG00000078786
ENSG00000115364,ENSMMUG00000023758,ENSRNOG00000006968,ENSMUSG00000030045
ENSG00000133226,ENSMMUG00000006645,ENSRNOG00000018194,ENSMUSG00000028809
ENSG00000164244,ENSMMUG00000008202,ENSRNOG00000016433,ENSMUSG00000024594
ENSG00000134001,ENSMMUG00000021419,ENSRNOG00000009432,ENSMUSG00000021116
ENSG00000161298,ENSMMUG00000016449,ENSRNOG00000020777,ENSMUSG00000074220
ENSG00000142330,ENSMMUG00000015628,ENSRNOG00000045623,ENSMUSG00000026270
ENSG00000141837,ENSMMUG00000003555,ENSRNOG00000052707,ENSMUSG00000034656
ENSG00000154222,ENSMMUG00000014329,ENSRNOG00000008634,ENSMUSG00000028582
ENSG00000136021,ENSMMUG00000023600,ENSRNOG00000024955,ENSMUSG00000069539
ENSG00000165678,ENSMMUG00000018572,ENSRNOG00000013961,ENSMUSG00000041028
ENSG00000108064,ENSMMUG00000019829,ENSRNOG00000000613,ENSMUSG00000003923
ENSG00000115685,ENSMMUG00000016209,ENSRNOG00000016974,ENSMUSG00000026275
ENSG00000115568,ENSMMUG00000006737,ENSRNOG00000022414,ENSMUSG00000026135
ENSG00000012232,ENSMMUG00000017700,ENSRNOG00000013581,ENSMUSG00000021978
ENSG00000150764,ENSMMUG00000017565,ENSRNOG00000010260,ENSMUSG00000032064
ENSG00000162378,ENSMMUG00000001434,ENSRNOG00000010859,ENSMUSG00000034636
ENSG00000100804,ENSMMUG00000006007,ENSRNOG00000013386,ENSMUSG00000022193
ENSG00000170004,ENSMMUG00000022221,ENSRNOG00000009722,ENSMUSG00000018474
ENSG00000149480,ENSMMUG00000018110,ENSRNOG00000019913,ENSMUSG00000071646
ENSG00000030419,ENSMMUG00000000381,ENSRNOG00000027430,ENSMUSG00000025997
ENSG00000188811,ENSMMUG00000002113,ENSRNOG00000010843,ENSMUSG00000042997
ENSG00000167173,ENSMMUG00000008529,ENSRNOG00000018689,ENSMUSG00000032300
ENSG00000167978,ENSMMUG00000018858,ENSRNOG00000058561,ENSMUSG00000039218
ENSG00000100784,ENSMMUG00000005586,ENSRNOG00000004362,ENSMUSG00000021180
ENSG00000070367,ENSMMUG00000018278,ENSRNOG00000013804,ENSMUSG00000061244
ENSG00000162931,ENSMMUG00000005307,ENSRNOG00000022983,ENSMUSG00000036964
ENSG00000106462,ENSMMUG00000013494,ENSRNOG00000006048,ENSMUSG00000029687
ENSG00000127837,ENSMMUG00000022812,ENSRNOG00000014399,ENSMUSG00000006299
ENSG00000114054,ENSMMUG00000003262,ENSRNOG00000015869,ENSMUSG00000032527
ENSG00000087111,ENSMMUG00000012240,ENSRNOG00000011366,ENSMUSG00000041958
ENSG00000132535,ENSMMUG00000010536,ENSRNOG00000018526,ENSMUSG00000020886
ENSG00000180357,ENSMMUG00000001247,ENSRNOG00000015977,ENSMUSG00000040524
ENSG00000113732,ENSMMUG00000013825,ENSRNOG00000003269,ENSMUSG00000015575
ENSG00000166130,ENSMMUG00000022402,ENSRNOG00000008247,ENSMUSG00000019975
ENSG00000159648,ENSMMUG00000022666,ENSRNOG00000013465,ENSMUSG00000090206
ENSG00000147164,ENSMMUG00000021906,ENSRNOG00000004036,ENSMUSG00000046032
ENSG00000137960,ENSMMUG00000002904,ENSRNOG00000042152,ENSMUSG00000039131
ENSG00000074201,ENSMMUG00000018945,ENSRNOG00000012788,ENSMUSG00000025439
ENSG00000100023,ENSMMUG00000018531,ENSRNOG00000026900,ENSMUSG00000022771
ENSG00000164818,ENSMMUG00000018261,ENSRNOG00000021312,ENSMUSG00000025857
ENSG00000103404,ENSMMUG00000009845,ENSRNOG00000025793,ENSMUSG00000063317
ENSG00000136490,ENSMMUG00000016755,ENSRNOG00000025448,ENSMUSG00000040699
ENSG00000135018,ENSMMUG00000019931,ENSRNOG00000019282,ENSMUSG00000005312
ENSG00000181045,ENSMMUG00000002850,ENSRNOG00000030537,ENSMUSG00000039908
ENSG00000162390,ENSMMUG00000013679,ENSRNOG00000007837,ENSMUSG00000034853
ENSG00000169403,ENSMMUG00000011681,ENSRNOG00000013231,ENSMUSG00000056529
ENSG00000182742,ENSMMUG00000020864,ENSRNOG00000008191,ENSMUSG00000038692
ENSG00000140367,ENSMMUG00000009160,ENSRNOG00000014529,ENSMUSG00000032307
ENSG00000154978,ENSMMUG00000013015,ENSRNOG00000006646,ENSMUSG00000037788
ENSG00000148143,ENSMMUG00000017151,ENSRNOG00000032048,ENSMUSG00000060206
ENSG00000100393,ENSMMUG00000000893,ENSRNOG00000000190,ENSMUSG00000055024
ENSG00000060688,ENSMMUG00000019406,ENSRNOG00000012219,ENSMUSG00000074088
ENSG00000157111,ENSMMUG00000015433,ENSRNOG00000015449,ENSMUSG00000052485
ENSG00000124207,ENSMMUG00000019636,ENSRNOG00000007665,ENSMUSG00000002718
ENSG00000112992,ENSMMUG00000011734,ENSRNOG00000026842,ENSMUSG00000025453
ENSG00000141385,ENSMMUG00000021125,ENSRNOG00000017965,ENSMUSG00000024527
ENSG00000138413,ENSMMUG00000016077,ENSRNOG00000015020,ENSMUSG00000025950
ENSG00000166987,ENSMMUG00000011289,ENSRNOG00000006209,ENSMUSG00000025409
ENSG00000196526,ENSMMUG00000012923,ENSRNOG00000060665,ENSMUSG00000029094
ENSG00000143494,ENSMMUG00000011733,ENSRNOG00000003832,ENSMUSG00000037568
ENSG00000119729,ENSMMUG00000005391,ENSRNOG00000015415,ENSMUSG00000024143
ENSG00000129187,ENSMMUG00000000284,ENSRNOG00000013215,ENSMUSG00000031562
ENSG00000165716,ENSMMUG00000032136,ENSRNOG00000004532,ENSMUSG00000036186
ENSG00000123213,ENSMMUG00000016522,ENSRNOG00000011561,ENSMUSG00000021710
ENSG00000163607,ENSMMUG00000014874,ENSRNOG00000002044,ENSMUSG00000022668
ENSG00000048649,ENSMMUG00000017355,ENSRNOG00000024194,ENSMUSG00000035623
ENSG00000001036,ENSMMUG00000005366,ENSRNOG00000015551,ENSMUSG00000019810
ENSG00000138768,ENSMMUG00000021835,ENSRNOG00000002301,ENSMUSG00000029407
ENSG00000165338,ENSMMUG00000000238,ENSRNOG00000056753,ENSMUSG00000041180
ENSG00000174514,ENSMMUG00000004113,ENSRNOG00000024657,ENSMUSG00000059149
ENSG00000144455,ENSMMUG00000004734,ENSRNOG00000006813,ENSMUSG00000030101
ENSG00000145740,ENSMMUG00000018143,ENSRNOG00000018746,ENSMUSG00000021629
ENSG00000100239,ENSMMUG00000009075,ENSRNOG00000026425,ENSMUSG00000036561
ENSG00000164944,ENSMMUG00000012981,ENSRNOG00000014664,ENSMUSG00000040720
ENSG00000124786,ENSMMUG00000010672,ENSRNOG00000016174,ENSMUSG00000021432
ENSG00000104825,ENSMMUG00000023643,ENSRNOG00000020063,ENSMUSG00000030595
ENSG00000130309,ENSMMUG00000000198,ENSRNOG00000023317,ENSMUSG00000034807
ENSG00000163728,ENSMMUG00000019656,ENSRNOG00000011261,ENSMUSG00000027677
ENSG00000102034,ENSMMUG00000008785,ENSRNOG00000005352,ENSMUSG00000031103
ENSG00000158301,ENSMMUG00000009970,ENSRNOG00000037658,ENSMUSG00000072966
ENSG00000174738,ENSMMUG00000022240,ENSRNOG00000046912,ENSMUSG00000021775
ENSG00000134815,ENSMMUG00000009275,ENSRNOG00000047575,ENSMUSG00000006019
ENSG00000198898,ENSMMUG00000006784,ENSRNOG00000056207,ENSMUSG00000015733
ENSG00000101856,ENSMMUG00000014466,ENSRNOG00000012786,ENSMUSG00000006373
ENSG00000109929,ENSMMUG00000007832,ENSRNOG00000008305,ENSMUSG00000032018
ENSG00000141391,ENSMMUG00000023281,ENSRNOG00000017954,ENSMUSG00000024530
ENSG00000197702,ENSMMUG00000020956,ENSRNOG00000015713,ENSMUSG00000030770
ENSG00000122034,ENSMMUG00000009029,ENSRNOG00000050016,ENSMUSG00000016503
ENSG00000051009,ENSMMUG00000016882,ENSRNOG00000017408,ENSMUSG00000044465
ENSG00000120868,ENSMMUG00000022404,ENSRNOG00000008022,ENSMUSG00000019979
ENSG00000100614,ENSMMUG00000010464,ENSRNOG00000005916,ENSMUSG00000021096
ENSG00000156374,ENSMMUG00000008873,ENSRNOG00000020250,ENSMUSG00000025050
ENSG00000181722,ENSMMUG00000020641,ENSRNOG00000056716,ENSMUSG00000022708
ENSG00000135119,ENSMMUG00000001238,ENSRNOG00000001124,ENSMUSG00000032850
ENSG00000140265,ENSMMUG00000017070,ENSRNOG00000012419,ENSMUSG00000050619
ENSG00000051596,ENSMMUG00000018737,ENSRNOG00000000104,ENSMUSG00000025872
ENSG00000139178,ENSMMUG00000008897,ENSRNOG00000011718,ENSMUSG00000038527
ENSG00000188112,ENSMMUG00000007771,ENSRNOG00000015297,ENSMUSG00000034382
ENSG00000160741,ENSMMUG00000005005,ENSRNOG00000056337,ENSMUSG00000027936
ENSG00000164011,ENSMMUG00000020414,ENSRNOG00000007398,ENSMUSG00000045268
ENSG00000071967,ENSMMUG00000007295,ENSRNOG00000009620,ENSMUSG00000027015
ENSG00000069849,ENSMMUG00000012256,ENSRNOG00000011501,ENSMUSG00000032412
ENSG00000160062,ENSMMUG00000020058,ENSRNOG00000008300,ENSMUSG00000028807
ENSG00000065135,ENSMMUG00000005818,ENSRNOG00000019465,ENSMUSG00000000001
ENSG00000138069,ENSMMUG00000021721,ENSRNOG00000004992,ENSMUSG00000020149
ENSG00000070047,ENSMMUG00000004012,ENSRNOG00000017299,ENSMUSG00000038611
ENSG00000173436,ENSMMUG00000005855,ENSRNOG00000042696,ENSMUSG00000050608
ENSG00000177565,ENSMMUG00000019597,ENSRNOG00000011216,ENSMUSG00000027630
ENSG00000164610,ENSMMUG00000002884,ENSRNOG00000029456,ENSMUSG00000032239
ENSG00000023697,ENSMMUG00000013309,ENSRNOG00000007570,ENSMUSG00000030225
ENSG00000161642,ENSMMUG00000016669,ENSRNOG00000036833,ENSMUSG00000000552
ENSG00000127993,ENSMMUG00000015534,ENSRNOG00000008980,ENSMUSG00000040302
ENSG00000120832,ENSMMUG00000022278,ENSRNOG00000006978,ENSMUSG00000049038
ENSG00000165832,ENSMMUG00000001902,ENSRNOG00000017321,ENSMUSG00000025086
ENSG00000157593,ENSMMUG00000022687,ENSRNOG00000019900,ENSMUSG00000037089
ENSG00000165476,ENSMMUG00000016850,ENSRNOG00000000645,ENSMUSG00000019873
ENSG00000131238,ENSMMUG00000009189,ENSRNOG00000012616,ENSMUSG00000028657
ENSG00000081923,ENSMMUG00000019976,ENSRNOG00000024952,ENSMUSG00000039529
ENSG00000133818,ENSMMUG00000000664,ENSRNOG00000012258,ENSMUSG00000055723
ENSG00000055917,ENSMMUG00000023181,ENSRNOG00000006180,ENSMUSG00000020594
ENSG00000137815,ENSMMUG00000015482,ENSRNOG00000005183,ENSMUSG00000027304
ENSG00000104756,ENSMMUG00000010151,ENSRNOG00000012951,ENSMUSG00000034327
ENSG00000156587,ENSMMUG00000001332,ENSRNOG00000030467,ENSMUSG00000027078
ENSG00000135378,ENSMMUG00000031033,ENSRNOG00000022710,ENSMUSG00000027171
ENSG00000070087,ENSMMUG00000023337,ENSRNOG00000017427,ENSMUSG00000027805
ENSG00000086991,ENSMMUG00000011116,ENSRNOG00000013925,ENSMUSG00000030562
ENSG00000170275,ENSMMUG00000009010,ENSRNOG00000009878,ENSMUSG00000032431
ENSG00000090054,ENSMMUG00000003006,ENSRNOG00000010882,ENSMUSG00000021468
ENSG00000125999,ENSMMUG00000008469,ENSRNOG00000015468,ENSMUSG00000027485
ENSG00000106571,ENSMMUG00000013614,ENSRNOG00000014395,ENSMUSG00000021318
ENSG00000146540,ENSMMUG00000007206,ENSRNOG00000001289,ENSMUSG00000053553
ENSG00000185630,ENSMMUG00000019108,ENSRNOG00000004693,ENSMUSG00000052534
ENSG00000089248,ENSMMUG00000013916,ENSRNOG00000001348,ENSMUSG00000029616
ENSG00000116237,ENSMMUG00000018350,ENSRNOG00000010953,ENSMUSG00000039662
ENSG00000183722,ENSMMUG00000004485,ENSRNOG00000014153,ENSMUSG00000048332
ENSG00000116205,ENSMMUG00000014218,ENSRNOG00000009398,ENSMUSG00000028619
ENSG00000182544,ENSMMUG00000022020,ENSRNOG00000012832,ENSMUSG00000045665
ENSG00000167257,ENSMMUG00000002067,ENSRNOG00000017151,ENSMUSG00000042790
ENSG00000078140,ENSMMUG00000011325,ENSRNOG00000027088,ENSMUSG00000029203
ENSG00000137628,ENSMMUG00000001880,ENSRNOG00000059097,ENSMUSG00000037921
ENSG00000110048,ENSMMUG00000001745,ENSRNOG00000021057,ENSMUSG00000024687
ENSG00000052802,ENSMMUG00000012994,ENSRNOG00000032297,ENSMUSG00000031604
ENSG00000007168,ENSMMUG00000020524,ENSRNOG00000002755,ENSMUSG00000020745
ENSG00000102125,ENSMMUG00000005498,ENSRNOG00000053023,ENSMUSG00000009995
ENSG00000138814,ENSMMUG00000004599,ENSRNOG00000009882,ENSMUSG00000028161
ENSG00000091039,ENSMMUG00000017864,ENSRNOG00000026962,ENSMUSG00000020189
ENSG00000265972,ENSMMUG00000007338,ENSRNOG00000021201,ENSMUSG00000038393
ENSG00000119760,ENSMMUG00000019747,ENSRNOG00000004927,ENSMUSG00000053134
ENSG00000160298,ENSMMUG00000012913,ENSRNOG00000012714,ENSMUSG00000009114
ENSG00000108854,ENSMMUG00000009461,ENSRNOG00000014623,ENSMUSG00000018363
ENSG00000156860,ENSMMUG00000005625,ENSRNOG00000042728,ENSMUSG00000042423
ENSG00000164879,ENSMMUG00000014890,ENSRNOG00000010079,ENSMUSG00000027559
ENSG00000112078,ENSMMUG00000014508,ENSRNOG00000000517,ENSMUSG00000005936
ENSG00000182534,ENSMMUG00000022410,ENSRNOG00000042915,ENSMUSG00000020814
ENSG00000050820,ENSMMUG00000002630,ENSRNOG00000019253,ENSMUSG00000031955
ENSG00000170734,ENSMMUG00000008903,ENSRNOG00000019195,ENSMUSG00000023953
ENSG00000100522,ENSMMUG00000011571,ENSRNOG00000008641,ENSMUSG00000037722
ENSG00000091317,ENSMMUG00000001443,ENSRNOG00000010951,ENSMUSG00000032434
ENSG00000163517,ENSMMUG00000001369,ENSRNOG00000006824,ENSMUSG00000034245
ENSG00000135253,ENSMMUG00000006303,ENSRNOG00000021855,ENSMUSG00000059022
ENSG00000229833,ENSMMUG00000028905,ENSRNOG00000050169,ENSMUSG00000087687
ENSG00000170684,ENSMMUG00000014156,ENSRNOG00000049605,ENSMUSG00000011267
ENSG00000188163,ENSMMUG00000012162,ENSRNOG00000010019,ENSMUSG00000026969
ENSG00000170889,ENSMMUG00000022552,ENSRNOG00000039203,ENSMUSG00000006333
ENSG00000144445,ENSMMUG00000010515,ENSRNOG00000028149,ENSMUSG00000026004
ENSG00000064419,ENSMMUG00000004311,ENSRNOG00000021758,ENSMUSG00000012535
ENSG00000267796,ENSMMUG00000002386,ENSRNOG00000020929,ENSMUSG00000036845
ENSG00000161202,ENSMMUG00000006553,ENSRNOG00000001708,ENSMUSG00000003233
ENSG00000173327,ENSMMUG00000007404,ENSRNOG00000020773,ENSMUSG00000004054
ENSG00000117602,ENSMMUG00000022927,ENSRNOG00000018576,ENSMUSG00000059713
ENSG00000120705,ENSMMUG00000005871,ENSRNOG00000019450,ENSMUSG00000024360
ENSG00000162174,ENSMMUG00000013831,ENSRNOG00000020202,ENSMUSG00000024654
ENSG00000134987,ENSMMUG00000004670,ENSRNOG00000027355,ENSMUSG00000038299
ENSG00000139083,ENSMMUG00000014370,ENSRNOG00000005984,ENSMUSG00000030199
ENSG00000131446,ENSMMUG00000009137,ENSRNOG00000031208,ENSMUSG00000020346
ENSG00000120129,ENSMMUG00000008844,ENSRNOG00000003977,ENSMUSG00000024190
ENSG00000115355,ENSMMUG00000003003,ENSRNOG00000004057,ENSMUSG00000032740
ENSG00000256525,ENSMMUG00000009464,ENSRNOG00000013728,ENSMUSG00000020718
ENSG00000179331,ENSMMUG00000014906,ENSRNOG00000009008,ENSMUSG00000055069
ENSG00000082516,ENSMMUG00000021228,ENSRNOG00000002645,ENSMUSG00000037275
ENSG00000180822,ENSMMUG00000011031,ENSRNOG00000039265,ENSMUSG00000071451
ENSG00000109452,ENSMMUG00000003697,ENSRNOG00000018382,ENSMUSG00000037940
ENSG00000156017,ENSMMUG00000010399,ENSRNOG00000012872,ENSMUSG00000024726
ENSG00000214253,ENSMMUG00000007839,ENSRNOG00000001420,ENSMUSG00000019054
ENSG00000120280,ENSMMUG00000012710,ENSRNOG00000003748,ENSMUSG00000025058
ENSG00000147118,ENSMMUG00000001258,ENSRNOG00000047132,ENSMUSG00000054737
ENSG00000123091,ENSMMUG00000012112,ENSRNOG00000057589,ENSMUSG00000028557
ENSG00000073969,ENSMMUG00000005548,ENSRNOG00000003905,ENSMUSG00000034187
ENSG00000099219,ENSMMUG00000005469,ENSRNOG00000010915,ENSMUSG00000046324
ENSG00000106546,ENSMMUG00000012203,ENSRNOG00000004342,ENSMUSG00000019256
ENSG00000143379,ENSMMUG00000023235,ENSRNOG00000021143,ENSMUSG00000015697
ENSG00000182095,ENSMMUG00000008220,ENSRNOG00000024482,ENSMUSG00000039477
ENSG00000122678,ENSMMUG00000002421,ENSRNOG00000013647,ENSMUSG00000020474
ENSG00000197885,ENSMMUG00000006352,ENSRNOG00000008565,ENSMUSG00000021772
ENSG00000253304,ENSMMUG00000011378,ENSRNOG00000032018,ENSMUSG00000070720
ENSG00000171988,ENSMMUG00000017727,ENSRNOG00000000648,ENSMUSG00000037876
ENSG00000163399,ENSMMUG00000008151,ENSRNOG00000030019,ENSMUSG00000033161
ENSG00000169359,ENSMMUG00000007323,ENSRNOG00000010023,ENSMUSG00000027822
ENSG00000173230,ENSMMUG00000013546,ENSRNOG00000030314,ENSMUSG00000034243
ENSG00000249961,ENSMMUG00000013802,ENSRNOG00000055097,ENSMUSG00000052616
ENSG00000164291,ENSMMUG00000001209,ENSRNOG00000026937,ENSMUSG00000021592
ENSG00000173402,ENSMMUG00000004683,ENSRNOG00000019400,ENSMUSG00000039952
ENSG00000151388,ENSMMUG00000016226,ENSRNOG00000018865,ENSMUSG00000047497
ENSG00000182552,ENSMMUG00000023650,ENSRNOG00000022500,ENSMUSG00000031568
ENSG00000120915,ENSMMUG00000021515,ENSRNOG00000017286,ENSMUSG00000022040
ENSG00000143797,ENSMMUG00000021037,ENSRNOG00000061050,ENSMUSG00000020646
ENSG00000163156,ENSMMUG00000007900,ENSRNOG00000021092,ENSMUSG00000092607
ENSG00000101843,ENSMMUG00000002760,ENSRNOG00000057649,ENSMUSG00000031429
ENSG00000139726,ENSMMUG00000031499,ENSRNOG00000001106,ENSMUSG00000023106
ENSG00000104324,ENSMMUG00000003878,ENSRNOG00000005931,ENSMUSG00000039007
ENSG00000100335,ENSMMUG00000004496,ENSRNOG00000017553,ENSMUSG00000022412
ENSG00000167550,ENSMMUG00000015721,ENSRNOG00000054385,ENSMUSG00000023755
ENSG00000035687,ENSMMUG00000000016,ENSRNOG00000004481,ENSMUSG00000015961
ENSG00000085491,ENSMMUG00000002789,ENSRNOG00000020470,ENSMUSG00000040322
ENSG00000164815,ENSMMUG00000012066,ENSRNOG00000011519,ENSMUSG00000029012
ENSG00000004897,ENSMMUG00000018599,ENSRNOG00000005904,ENSMUSG00000020687
ENSG00000146350,ENSMMUG00000017715,ENSRNOG00000000802,ENSMUSG00000038122
ENSG00000127955,ENSMMUG00000023470,ENSRNOG00000057096,ENSMUSG00000057614
ENSG00000139211,ENSMMUG00000012458,ENSRNOG00000007032,ENSMUSG00000048218
ENSG00000197296,ENSMMUG00000002840,ENSRNOG00000027434,ENSMUSG00000048486
ENSG00000142871,ENSMMUG00000013197,ENSRNOG00000014350,ENSMUSG00000028195
ENSG00000151552,ENSMMUG00000005730,ENSRNOG00000003253,ENSMUSG00000015806
ENSG00000177879,ENSMMUG00000015288,ENSRNOG00000003829,ENSMUSG00000024480
ENSG00000114784,ENSMMUG00000017704,ENSRNOG00000018848,ENSMUSG00000006941
ENSG00000119812,ENSMMUG00000010462,ENSRNOG00000030328,ENSMUSG00000002017
ENSG00000187583,ENSMMUG00000015804,ENSRNOG00000020295,ENSMUSG00000078485
ENSG00000134698,ENSMMUG00000003343,ENSRNOG00000025596,ENSMUSG00000042500
ENSG00000180543,ENSMMUG00000020286,ENSRNOG00000006278,ENSMUSG00000038984
ENSG00000148600,ENSMMUG00000000658,ENSRNOG00000013330,ENSMUSG00000021803
ENSG00000129680,ENSMMUG00000000297,ENSRNOG00000027831,ENSMUSG00000067878
ENSG00000135387,ENSMMUG00000021643,ENSRNOG00000009152,ENSMUSG00000027184
ENSG00000099800,ENSMMUG00000001191,ENSRNOG00000019682,ENSMUSG00000020219
ENSG00000071537,ENSMMUG00000010016,ENSRNOG00000004464,ENSMUSG00000020964
ENSG00000136450,ENSMMUG00000004725,ENSRNOG00000050323,ENSMUSG00000018379
ENSG00000128578,ENSMMUG00000019359,ENSRNOG00000057729,ENSMUSG00000039629
ENSG00000112941,ENSMMUG00000013189,ENSRNOG00000017613,ENSMUSG00000034575
ENSG00000100897,ENSMMUG00000014391,ENSRNOG00000018825,ENSMUSG00000022214
ENSG00000137942,ENSMMUG00000015922,ENSRNOG00000013798,ENSMUSG00000039735
ENSG00000084092,ENSMMUG00000022530,ENSRNOG00000002055,ENSMUSG00000036285
ENSG00000185624,ENSMMUG00000009242,ENSRNOG00000036689,ENSMUSG00000025130
ENSG00000049245,ENSMMUG00000018559,ENSRNOG00000030055,ENSMUSG00000028955
ENSG00000178882,ENSMMUG00000023105,ENSRNOG00000001011,ENSMUSG00000037962
ENSG00000155363,ENSMMUG00000015670,ENSRNOG00000012946,ENSMUSG00000002227
ENSG00000164615,ENSMMUG00000004421,ENSRNOG00000021911,ENSMUSG00000021501
ENSG00000135451,ENSMMUG00000007544,ENSRNOG00000060703,ENSMUSG00000032783
ENSG00000179388,ENSMMUG00000021995,ENSRNOG00000017828,ENSMUSG00000033730
ENSG00000135114,ENSMMUG00000006441,ENSRNOG00000001187,ENSMUSG00000041827
ENSG00000105221,ENSMMUG00000003621,ENSRNOG00000018677,ENSMUSG00000004056
ENSG00000135002,ENSMMUG00000014829,ENSRNOG00000022273,ENSMUSG00000024712
ENSG00000104714,ENSMMUG00000007764,ENSRNOG00000042114,ENSMUSG00000051978
ENSG00000149212,ENSMMUG00000009394,ENSRNOG00000008173,ENSMUSG00000032009
ENSG00000120805,ENSMMUG00000031610,ENSRNOG00000005763,ENSMUSG00000060904
ENSG00000131652,ENSMMUG00000007666,ENSRNOG00000003497,ENSMUSG00000041319
ENSG00000168827,ENSMMUG00000004961,ENSRNOG00000012873,ENSMUSG00000027774
ENSG00000140950,ENSMMUG00000018961,ENSRNOG00000016224,ENSMUSG00000034105
ENSG00000140718,ENSMMUG00000020583,ENSRNOG00000011728,ENSMUSG00000055932
ENSG00000188266,ENSMMUG00000010738,ENSRNOG00000013419,ENSMUSG00000035878
ENSG00000007384,ENSMMUG00000000588,ENSRNOG00000020594,ENSMUSG00000020282
ENSG00000152583,ENSMMUG00000019047,ENSRNOG00000015093,ENSMUSG00000029309
ENSG00000124226,ENSMMUG00000000757,ENSRNOG00000060821,ENSMUSG00000006418
ENSG00000274523,ENSMMUG00000001003,ENSRNOG00000001483,ENSMUSG00000061979
ENSG00000060140,ENSMMUG00000015484,ENSRNOG00000010347,ENSMUSG00000032899
ENSG00000109118,ENSMMUG00000021554,ENSRNOG00000009566,ENSMUSG00000037791
ENSG00000122042,ENSMMUG00000003771,ENSRNOG00000000921,ENSMUSG00000001687
ENSG00000117614,ENSMMUG00000002968,ENSRNOG00000060597,ENSMUSG00000028821
ENSG00000105737,ENSMMUG00000017431,ENSRNOG00000020310,ENSMUSG00000003378
ENSG00000168389,ENSMMUG00000011264,ENSRNOG00000014008,ENSMUSG00000028655
ENSG00000184731,ENSMMUG00000000177,ENSRNOG00000005660,ENSMUSG00000036136
ENSG00000123124,ENSMMUG00000006305,ENSRNOG00000006328,ENSMUSG00000041058
ENSG00000169062,ENSMMUG00000007449,ENSRNOG00000017397,ENSMUSG00000038398
ENSG00000107551,ENSMMUG00000017489,ENSRNOG00000013526,ENSMUSG00000042129
ENSG00000134363,ENSMMUG00000004860,ENSRNOG00000011631,ENSMUSG00000021765
ENSG00000163069,ENSMMUG00000018941,ENSRNOG00000002135,ENSMUSG00000029156
ENSG00000111860,ENSMMUG00000022184,ENSRNOG00000000414,ENSMUSG00000038594
ENSG00000163214,ENSMMUG00000021066,ENSRNOG00000054272,ENSMUSG00000035051
ENSG00000168256,ENSMMUG00000014275,ENSRNOG00000018095,ENSMUSG00000017837
ENSG00000101193,ENSMMUG00000005712,ENSRNOG00000010180,ENSMUSG00000027573
ENSG00000170417,ENSMMUG00000004169,ENSRNOG00000028945,ENSMUSG00000079588
ENSG00000198646,ENSMMUG00000010715,ENSRNOG00000018288,ENSMUSG00000038369
ENSG00000138459,ENSMMUG00000014236,ENSRNOG00000002069,ENSMUSG00000022664
ENSG00000116586,ENSMMUG00000012126,ENSRNOG00000019908,ENSMUSG00000028062
ENSG00000110171,ENSMMUG00000007728,ENSRNOG00000018356,ENSMUSG00000036989
ENSG00000066468,ENSMMUG00000009594,ENSRNOG00000016374,ENSMUSG00000030849
ENSG00000157259,ENSMMUG00000010104,ENSRNOG00000008613,ENSMUSG00000007415
ENSG00000158290,ENSMMUG00000009037,ENSRNOG00000002585,ENSMUSG00000031095
ENSG00000205436,ENSMMUG00000029186,ENSRNOG00000010111,ENSMUSG00000021280
ENSG00000073737,ENSMMUG00000013835,ENSRNOG00000058568,ENSMUSG00000027068
ENSG00000111859,ENSMMUG00000016135,ENSRNOG00000014548,ENSMUSG00000021365
ENSG00000143333,ENSMMUG00000005638,ENSRNOG00000027024,ENSMUSG00000026475
ENSG00000169490,ENSMMUG00000006036,ENSRNOG00000016559,ENSMUSG00000031556
ENSG00000128059,ENSMMUG00000016362,ENSRNOG00000002128,ENSMUSG00000029246
ENSG00000100376,ENSMMUG00000023003,ENSRNOG00000013764,ENSMUSG00000022434
ENSG00000014641,ENSMMUG00000006163,ENSRNOG00000008103,ENSMUSG00000020321
ENSG00000074695,ENSMMUG00000007580,ENSRNOG00000024470,ENSMUSG00000041891
ENSG00000131437,ENSMMUG00000010313,ENSRNOG00000007515,ENSMUSG00000018395
ENSG00000174013,ENSMMUG00000031403,ENSRNOG00000061515,ENSMUSG00000035764
ENSG00000138604,ENSMMUG00000021364,ENSRNOG00000025372,ENSMUSG00000032252
ENSG00000181751,ENSMMUG00000004211,ENSRNOG00000032398,ENSMUSG00000044768
